"Y" "X1" "X2" "X3" "X4" "X5"
4.2 7.53 23.1 95 47 49
6.6 13.95 15.6 356 308 182
4.5 9.31 30.2 170 124 173
2.9 8.86 9.5 100 65 53
4.5 9.44 10.9 297 230 263
3.1 9.41 20.6 29 20 22
5.5 7.63 11.6 197 109 110
3 11.2 7 130 95 56
4.6 9.68 16.7 186 151 129
4.9 9.89 17.7 167 113 106
6.5 19.56 17.2 306 273 172
2.7 8.34 8.1 107 82 54
4.3 9.23 11.6 620 413 420
3.5 8.03 24.3 97 65 55
5.3 11.77 17.3 196 164 165
3.2 8.19 10.8 176 156 88
2 7.08 12.3 87 52 57
5.6 10.12 14.9 362 313 264
3.8 8.66 6.8 246 178 177
3.7 8.58 7.4 304 248 218
4.1 10.47 5.7 196 168 153
2.9 10.79 2.6 461 320 196
5 9.78 17.6 270 240 198
5.5 10.9 10.6 593 446 211
2.9 7.91 11.9 477 349 188
5.7 11.18 18.8 595 546 392
7.6 11.41 16.6 535 330 273
4.2 9 14.6 72 61 38
4.7 8.77 5.2 143 85 87
6.2 10.15 16.4 568 452 371
4.9 11.07 28.5 768 591 656
4.5 9.61 6.9 487 404 220
5.3 8.15 12.3 99 55 71
4.5 6.7 13 76 51 79
2.9 10.8 1.6 130 69 62
3.4 10.42 8 119 67 64
4.9 10.23 9.9 752 595 446
4.3 7.65 16.4 318 265 314
4.8 9.84 12 600 468 497
2.5 8.54 27 98 57 75
4.2 8.88 10.1 305 238 197
6.3 9.74 11.4 221 170 172
5.4 7.93 7.5 68 42 49
7.7 12.78 46 322 252 349
3.7 7.58 20.8 97 59 79
4.4 7.7 12.2 129 85 136
4.4 8.88 14.1 237 165 182
4.3 8.67 24.4 182 130 118
5.3 9.77 15.7 154 123 148
2.7 7.14 13.1 92 40 50
4 9.2 17.5 298 244 236
4.3 9.42 24.8 508 421 528
3.9 10.73 19.3 445 374 345
4.2 9.06 6.9 134 103 125
2.6 9.76 6.9 64 47 55
2.3 7.95 4.6 163 128 93
4.1 7.13 9 279 207 241
3.7 7.14 2.6 70 37 35
4.4 11.65 18.6 248 217 189
7.8 12.07 52.4 157 115 76
5.2 9.84 17.7 210 200 239
3.7 8.48 12.1 166 145 118
5.7 11.2 34.5 180 134 151
5 7.78 20.9 489 391 329
5.5 11.08 18.6 387 326 405
3.5 7.94 6.2 195 139 116
4.4 9.66 9.9 83 66 95
5.8 9.5 42 98 68 46
4.1 9.35 15.9 833 547 519
5.6 11.48 20.3 252 207 251
5.8 11.41 23.8 424 359 335
4.3 8.3 6.8 167 105 59
