"Y" "X1" "X2" "X3" "X4" "X5"
4.1 9.35 15.9 833 547 519
2.7 7.14 13.1 92 40 50
3.2 8.19 10.8 176 156 88
4.5 8.28 26 108 84 73
4.8 9.36 18.3 165 127 158
3.7 8.58 7.4 304 248 218
4.5 9.31 30.2 170 124 173
5.8 9.5 42 98 68 46
3.7 7.14 2.6 70 37 35
4.3 8.67 24.4 182 130 118
5.6 11.48 20.3 252 207 251
5.3 9.77 15.7 154 123 148
4.1 9.05 20.5 195 127 112
5 7.78 20.9 489 391 329
3 11.2 7 130 95 56
4.6 7.84 7.1 60 50 45
4.8 10.24 36.3 195 163 170
3.9 11.15 7.7 281 217 199
1.6 8.82 3.8 80 51 52
5.5 8.37 15.1 115 96 88
5.3 8.15 12.3 99 55 71
4.3 8.3 6.8 167 105 59
3.4 10.42 8 119 67 64
1.4 7.14 4.1 115 90 19
6.3 8.84 29.6 85 59 66
2.9 10.79 2.6 461 320 196
4.4 8.88 14.1 237 165 182
7.7 12.78 46 322 252 349
4.6 10.16 8.4 831 581 629
4.3 7.65 16.4 318 265 314
2 7.08 12.3 87 52 57
5.7 11.8 9.1 571 441 469
3.9 8.28 12 546 413 436
6.2 10.15 16.4 568 452 371
2.5 8.54 27 98 57 75
4.3 9.42 24.8 508 421 528
4.2 8.88 10.1 305 238 197
5.1 9.76 21.9 150 147 106
4.3 9.23 11.6 620 413 420
4.1 10.47 5.7 196 168 153
3.8 8.66 6.8 246 178 177
4.4 11.65 18.6 248 217 189
3.5 7.94 6.2 195 139 116
3.1 9.41 20.6 29 20 22
5.4 11.18 60.5 640 399 360
4.4 7.7 12.2 129 85 136
3.1 8.63 8.4 76 39 44
6.6 13.95 15.6 356 308 182
2.6 9.76 6.9 64 47 55
7.6 11.41 16.6 535 330 273
4.1 7.13 9 279 207 241
4.4 9.66 9.9 83 66 95
4.3 9.89 11.8 190 141 112
2.8 9.97 16.5 90 69 42
4.7 8.77 5.2 143 85 87
3.9 10.73 19.3 445 374 345
5.9 17.94 26.4 835 791 407
2.9 8.86 9.5 100 65 53
5.5 10.9 10.6 593 446 211
4.2 7.53 23.1 95 47 49
5.2 9.53 15 298 241 193
2.7 8.34 8.1 107 82 54
4.2 7.39 14.6 72 38 67
5.5 11.08 18.6 387 326 405
4.7 10.72 23.2 113 90 107
4.5 9.44 10.9 297 230 263
4.8 9.84 12 600 468 497
5.6 8.95 18.9 147 53 148
6.4 11.62 25.5 133 113 101
5.1 10.3 27.8 175 113 73
3.5 8.03 24.3 97 65 55
