"Y" "X1" "X2" "X3" "X4" "X5"
5.5 7.63 11.6 197 109 110
2 8.93 6.2 95 59 56
4.3 8.67 24.4 182 130 118
6.3 8.84 29.6 85 59 66
2.1 8.02 3.8 91 44 32
3 11.2 7 130 95 56
3.7 7.58 20.8 97 59 79
3.4 8.45 12.9 235 143 124
3.7 8.48 12.1 166 145 118
3.2 8.19 10.8 176 156 88
4.5 8.28 26 108 84 73
3.9 10.73 19.3 445 374 345
4.3 9.89 11.8 190 141 112
4.2 9 14.6 72 61 38
6.2 10.15 16.4 568 452 371
5.2 9.84 17.7 210 200 239
5.6 11.48 20.3 252 207 251
7.6 11.41 16.6 535 330 273
4.3 9.42 24.8 508 421 528
6.3 9.74 11.4 221 170 172
2.9 8.9 12.7 52 37 35
4.2 7.53 23.1 95 47 49
2.7 7.14 13.1 92 40 50
4.6 10.16 8.4 831 581 629
2.9 10.8 1.6 130 69 62
4.6 7.84 7.1 60 50 45
2.5 8.54 27 98 57 75
5.6 10.12 14.9 362 313 264
2.6 9.76 6.9 64 47 55
4.4 11.65 18.6 248 217 189
4.3 7.65 16.4 318 265 314
4.2 8.88 10.1 305 238 197
4.9 10.23 9.9 752 595 446
4.5 9.61 6.9 487 404 220
4.3 8.3 6.8 167 105 59
5 11.03 19.7 318 270 335
5.1 10.3 27.8 175 113 73
1.7 8.09 7.6 92 61 61
5.3 8.15 12.3 99 55 71
1.3 8.16 1.9 73 49 21
4.4 7.7 12.2 129 85 136
4.8 10.24 36.3 195 163 170
6.5 19.56 17.2 306 273 172
4.9 11.07 28.5 768 591 656
3.8 8.66 6.8 246 178 177
3.7 8.58 7.4 304 248 218
4.5 11.46 15.6 191 153 132
3.5 8.03 24.3 97 65 55
5.9 17.94 26.4 835 791 407
5.1 9.76 21.9 150 147 106
5 9.78 17.6 270 240 198
4.5 9.31 30.2 170 124 173
1.3 8.92 2.2 56 40 14
3.9 11.15 7.7 281 217 199
4.6 9.68 16.7 186 151 129
2.3 7.95 4.6 163 128 93
6.4 11.62 25.5 133 113 101
4.1 10.47 5.7 196 168 153
7.7 12.78 46 322 252 349
6.6 13.95 15.6 356 308 182
1.8 7.67 2.5 106 93 35
4.4 10.02 8.3 265 191 202
3.7 7.14 2.6 70 37 35
2.9 7.91 11.9 477 349 188
4.4 9.66 9.9 83 66 95
5.5 11.08 18.6 387 326 405
5.2 9.53 15 298 241 193
5.7 11.2 34.5 180 134 151
7.8 12.07 52.4 157 115 76
3.4 10.42 8 119 67 64
