"Y" "X1" "X2" "X3" "X4" "X5"
6.6 13.95 15.6 356 308 182
2.9 10.8 1.6 130 69 62
4.9 10.23 9.9 752 595 446
5.7 11.2 34.5 180 134 151
4.5 9.61 6.9 487 404 220
1.4 7.14 4.1 115 90 19
5.2 9.53 15 298 241 193
4.6 9.68 16.7 186 151 129
4.4 11.65 18.6 248 217 189
2.9 10.79 2.6 461 320 196
4.7 8.77 5.2 143 85 87
4.5 9.31 30.2 170 124 173
5 11.03 19.7 318 270 335
5.8 9.5 42 98 68 46
7.6 11.41 16.6 535 330 273
2.7 8.34 8.1 107 82 54
5.5 10.9 10.6 593 446 211
4.9 11.07 28.5 768 591 656
3.9 10.73 19.3 445 374 345
5 10.33 21.2 266 181 149
3.5 8.03 24.3 97 65 55
4.8 12.01 10.8 298 237 115
2.7 7.14 13.1 92 40 50
5.8 11.41 23.8 424 359 335
4.4 10.02 8.3 265 191 202
1.7 8.09 7.6 92 61 61
3.7 8.58 7.4 304 248 218
5.7 11.18 18.8 595 546 392
5.1 10.3 27.8 175 113 73
4.1 7.13 9 279 207 241
4 9.2 17.5 298 244 236
5.6 11.48 20.3 252 207 251
4.2 7.53 23.1 95 47 49
5.2 9.84 17.7 210 200 239
4.4 7.7 12.2 129 85 136
4.3 8.3 6.8 167 105 59
6.4 11.62 25.5 133 113 101
5.9 17.94 26.4 835 791 407
5.5 7.63 11.6 197 109 110
1.8 7.67 2.5 106 93 35
4.1 9.35 15.9 833 547 519
6.5 19.56 17.2 306 273 172
1.3 8.92 2.2 56 40 14
1.3 8.16 1.9 73 49 21
4.5 9.44 10.9 297 230 263
4.4 9.66 9.9 83 66 95
4.2 9.06 6.9 134 103 125
4.2 7.39 14.6 72 38 67
4.9 9.89 17.7 167 113 106
3.7 7.14 2.6 70 37 35
4.7 10.72 23.2 113 90 107
5.4 7.93 7.5 68 42 49
3.2 8.19 10.8 176 156 88
5.3 9.77 15.7 154 123 148
3.5 7.94 6.2 195 139 116
3.7 7.58 20.8 97 59 79
5 9.78 17.6 270 240 198
1.6 8.82 3.8 80 51 52
5.3 11.77 17.3 196 164 165
5.4 11.18 60.5 640 399 360
7.8 12.07 52.4 157 115 76
4.1 10.47 5.7 196 168 153
4.3 8.67 24.4 182 130 118
3.8 8.66 6.8 246 178 177
7.7 12.78 46 322 252 349
4.4 8.88 14.1 237 165 182
3.1 8.63 8.4 76 39 44
4.5 10.05 36.7 184 144 151
6.3 9.74 11.4 221 170 172
4.3 9.23 11.6 620 413 420
5.5 11.08 18.6 387 326 405
3.9 11.15 7.7 281 217 199
6.1 13.59 24.2 312 258 169
5.7 11.8 9.1 571 441 469
