"Y" "X1" "X2" "X3" "X4" "X5"
3.9 11.15 7.7 281 217 199
2.8 9.97 16.5 90 69 42
4.5 10.05 36.7 184 144 151
4.3 7.65 16.4 318 265 314
4.8 10.24 36.3 195 163 170
1.3 8.16 1.9 73 49 21
4.1 9.05 20.5 195 127 112
6.2 10.15 16.4 568 452 371
3.5 8.03 24.3 97 65 55
4.5 9.31 30.2 170 124 173
4.8 9.84 12 600 468 497
5.4 11.18 60.5 640 399 360
1.6 8.82 3.8 80 51 52
2 7.08 12.3 87 52 57
3.8 8.66 6.8 246 178 177
1.4 7.14 4.1 115 90 19
4.8 12.01 10.8 298 237 115
4.3 8.67 24.4 182 130 118
2.9 7.91 11.9 477 349 188
4.1 9.35 15.9 833 547 519
2.7 8.34 8.1 107 82 54
4.6 10.16 8.4 831 581 629
3.4 8.45 12.9 235 143 124
5.1 10.3 27.8 175 113 73
3.7 7.58 20.8 97 59 79
1.8 7.67 2.5 106 93 35
3.9 10.73 19.3 445 374 345
6.4 11.62 25.5 133 113 101
4.2 8.88 10.1 305 238 197
6.3 8.84 29.6 85 59 66
4.2 9.06 6.9 134 103 125
5.5 8.37 15.1 115 96 88
3.5 7.94 6.2 195 139 116
5 10.33 21.2 266 181 149
7.8 12.07 52.4 157 115 76
5.5 10.9 10.6 593 446 211
4.2 7.39 14.6 72 38 67
6.5 19.56 17.2 306 273 172
3.7 8.58 7.4 304 248 218
2.9 8.9 12.7 52 37 35
5.7 11.2 34.5 180 134 151
5 11.03 19.7 318 270 335
5 9.78 17.6 270 240 198
2 8.93 6.2 95 59 56
3.2 8.19 10.8 176 156 88
6.1 13.59 24.2 312 258 169
4.2 9 14.6 72 61 38
5.5 7.63 11.6 197 109 110
3.9 8.28 12 546 413 436
3.7 8.48 12.1 166 145 118
5.5 11.08 18.6 387 326 405
5.6 10.12 14.9 362 313 264
3.1 9.41 20.6 29 20 22
5.9 17.94 26.4 835 791 407
5.7 11.8 9.1 571 441 469
4.7 10.72 23.2 113 90 107
6.3 9.74 11.4 221 170 172
4.5 9.61 6.9 487 404 220
1.3 8.92 2.2 56 40 14
4.7 8.77 5.2 143 85 87
3.7 7.14 2.6 70 37 35
4.6 7.84 7.1 60 50 45
4.4 8.88 14.1 237 165 182
5.6 11.48 20.3 252 207 251
1.7 8.09 7.6 92 61 61
2.1 8.02 3.8 91 44 32
2.6 9.76 6.9 64 47 55
2.3 7.95 4.6 163 128 93
