"Y" "X1" "X2" "X3" "X4" "X5"
5 11.03 19.7 318 270 335
4.2 8.88 10.1 305 238 197
2 7.08 12.3 87 52 57
4.4 11.65 18.6 248 217 189
4.5 9.61 6.9 487 404 220
7.8 12.07 52.4 157 115 76
2.9 10.79 2.6 461 320 196
4.3 10.39 14 353 223 200
5.6 8.95 18.9 147 53 148
4.7 8.77 5.2 143 85 87
4.9 9.89 17.7 167 113 106
3 11.2 7 130 95 56
4.6 10.16 8.4 831 581 629
2.8 9.97 16.5 90 69 42
3.9 11.15 7.7 281 217 199
5.4 7.93 7.5 68 42 49
3.7 7.58 20.8 97 59 79
1.3 8.92 2.2 56 40 14
5.5 8.37 15.1 115 96 88
1.3 8.16 1.9 73 49 21
1.4 7.14 4.1 115 90 19
2.6 9.76 6.9 64 47 55
3.7 7.14 2.6 70 37 35
5.5 10.9 10.6 593 446 211
5.4 11.18 60.5 640 399 360
5.3 8.15 12.3 99 55 71
4.6 7.84 7.1 60 50 45
4.9 11.07 28.5 768 591 656
4.5 10.05 36.7 184 144 151
4.2 9.06 6.9 134 103 125
6.1 13.59 24.2 312 258 169
5 9.78 17.6 270 240 198
2.3 7.95 4.6 163 128 93
3.2 8.19 10.8 176 156 88
4.2 7.39 14.6 72 38 67
5.7 11.18 18.8 595 546 392
6.6 13.95 15.6 356 308 182
4.3 9.89 11.8 190 141 112
5.1 9.76 21.9 150 147 106
6.3 8.84 29.6 85 59 66
4.5 8.28 26 108 84 73
1.8 7.67 2.5 106 93 35
2 8.93 6.2 95 59 56
5.7 11.8 9.1 571 441 469
5.3 11.77 17.3 196 164 165
4 9.2 17.5 298 244 236
4.5 6.7 13 76 51 79
1.6 8.82 3.8 80 51 52
5.1 10.3 27.8 175 113 73
5.9 17.94 26.4 835 791 407
7.6 11.41 16.6 535 330 273
5.5 7.63 11.6 197 109 110
4.9 10.23 9.9 752 595 446
7.7 12.78 46 322 252 349
2.9 8.86 9.5 100 65 53
3.9 10.73 19.3 445 374 345
1.7 8.09 7.6 92 61 61
4.6 9.68 16.7 186 151 129
6.5 19.56 17.2 306 273 172
5.7 11.2 34.5 180 134 151
4.4 8.88 14.1 237 165 182
2.9 7.91 11.9 477 349 188
5 7.78 20.9 489 391 329
3.7 8.58 7.4 304 248 218
6.2 10.15 16.4 568 452 371
4.8 9.36 18.3 165 127 158
4.7 10.72 23.2 113 90 107
5.2 9.53 15 298 241 193
