"Y" "X1" "X2" "X3" "X4" "X5"
1.7 8.09 7.6 92 61 61
3 11.2 7 130 95 56
3.4 8.45 12.9 235 143 124
5.4 7.93 7.5 68 42 49
4.1 9.05 20.5 195 127 112
3.1 8.63 8.4 76 39 44
2.9 8.9 12.7 52 37 35
5 7.78 20.9 489 391 329
6.4 11.62 25.5 133 113 101
4.5 9.61 6.9 487 404 220
2.7 8.34 8.1 107 82 54
4.5 6.7 13 76 51 79
3.9 8.28 12 546 413 436
4.7 10.72 23.2 113 90 107
4.4 8.88 14.1 237 165 182
5.5 7.63 11.6 197 109 110
5.7 11.18 18.8 595 546 392
5.8 11.41 23.8 424 359 335
1.3 8.92 2.2 56 40 14
4.1 7.13 9 279 207 241
4.3 8.67 24.4 182 130 118
6.2 10.15 16.4 568 452 371
5.5 10.9 10.6 593 446 211
5.7 11.8 9.1 571 441 469
4.8 9.36 18.3 165 127 158
4.8 12.01 10.8 298 237 115
3.9 10.73 19.3 445 374 345
2.9 10.8 1.6 130 69 62
1.4 7.14 4.1 115 90 19
4.2 9.06 6.9 134 103 125
5.2 9.53 15 298 241 193
5.4 11.18 60.5 640 399 360
6.1 13.59 24.2 312 258 169
5.1 10.3 27.8 175 113 73
4.5 10.05 36.7 184 144 151
4.3 8.3 6.8 167 105 59
4.3 9.89 11.8 190 141 112
3.1 9.41 20.6 29 20 22
7.7 12.78 46 322 252 349
4.2 8.88 10.1 305 238 197
5.2 9.84 17.7 210 200 239
5.3 9.77 15.7 154 123 148
4.2 9 14.6 72 61 38
5.6 11.48 20.3 252 207 251
4.3 7.65 16.4 318 265 314
5 10.33 21.2 266 181 149
2.9 7.91 11.9 477 349 188
2 7.08 12.3 87 52 57
4.3 9.23 11.6 620 413 420
2.9 10.79 2.6 461 320 196
4 9.2 17.5 298 244 236
7.8 12.07 52.4 157 115 76
4.4 9.66 9.9 83 66 95
3.7 8.58 7.4 304 248 218
7.6 11.41 16.6 535 330 273
5.6 10.12 14.9 362 313 264
4.6 10.16 8.4 831 581 629
6.3 9.74 11.4 221 170 172
5.9 17.94 26.4 835 791 407
1.6 8.82 3.8 80 51 52
4.3 10.39 14 353 223 200
5.6 8.95 18.9 147 53 148
4.9 11.07 28.5 768 591 656
3.8 8.66 6.8 246 178 177
4.4 11.65 18.6 248 217 189
2.5 8.54 27 98 57 75
4.7 8.77 5.2 143 85 87
