"Y" "X1" "X2" "X3" "X4" "X5"
5.5 7.63 11.6 197 109 110
5.3 8.15 12.3 99 55 71
4.3 9.42 24.8 508 421 528
3.2 8.19 10.8 176 156 88
5.8 9.5 42 98 68 46
5.2 9.84 17.7 210 200 239
7.7 12.78 46 322 252 349
4.2 9 14.6 72 61 38
5 11.03 19.7 318 270 335
4.5 11.46 15.6 191 153 132
2.6 9.76 6.9 64 47 55
6.5 19.56 17.2 306 273 172
4.5 9.61 6.9 487 404 220
4.2 9.06 6.9 134 103 125
1.3 8.92 2.2 56 40 14
1.4 7.14 4.1 115 90 19
5.6 8.95 18.9 147 53 148
6.1 13.59 24.2 312 258 169
4.3 8.67 24.4 182 130 118
1.8 7.67 2.5 106 93 35
5.9 17.94 26.4 835 791 407
4.8 9.84 12 600 468 497
5.7 11.8 9.1 571 441 469
4.8 12.01 10.8 298 237 115
1.3 8.16 1.9 73 49 21
5.8 11.41 23.8 424 359 335
2.1 8.02 3.8 91 44 32
2.9 10.79 2.6 461 320 196
2 8.93 6.2 95 59 56
4.5 6.7 13 76 51 79
4.6 7.84 7.1 60 50 45
2.7 7.14 13.1 92 40 50
4.2 7.53 23.1 95 47 49
3.5 8.03 24.3 97 65 55
6.4 11.62 25.5 133 113 101
5.6 10.12 14.9 362 313 264
3.1 9.41 20.6 29 20 22
4.3 7.65 16.4 318 265 314
4.4 11.65 18.6 248 217 189
3.5 7.94 6.2 195 139 116
5 9.78 17.6 270 240 198
4.1 10.47 5.7 196 168 153
6.6 13.95 15.6 356 308 182
4.7 10.72 23.2 113 90 107
2.9 10.8 1.6 130 69 62
3 11.2 7 130 95 56
5.7 11.18 18.8 595 546 392
4.2 7.39 14.6 72 38 67
4.3 9.89 11.8 190 141 112
5.3 9.77 15.7 154 123 148
6.3 9.74 11.4 221 170 172
4.6 10.16 8.4 831 581 629
4.4 8.88 14.1 237 165 182
2.3 7.95 4.6 163 128 93
3.7 7.58 20.8 97 59 79
4.5 9.31 30.2 170 124 173
4.9 9.89 17.7 167 113 106
3.4 10.42 8 119 67 64
6.2 10.15 16.4 568 452 371
4.1 7.13 9 279 207 241
1.7 8.09 7.6 92 61 61
2.9 8.86 9.5 100 65 53
3.8 8.66 6.8 246 178 177
7.6 11.41 16.6 535 330 273
5.4 11.18 60.5 640 399 360
1.6 8.82 3.8 80 51 52
4.3 9.23 11.6 620 413 420
4.4 10.02 8.3 265 191 202
5.6 11.48 20.3 252 207 251
7.8 12.07 52.4 157 115 76
3.9 10.73 19.3 445 374 345
