"Y" "X1" "X2" "X3" "X4" "X5"
5.6 8.95 18.9 147 53 148
4.4 11.65 18.6 248 217 189
2.8 9.97 16.5 90 69 42
3.7 8.48 12.1 166 145 118
3.7 7.14 2.6 70 37 35
3.5 8.03 24.3 97 65 55
3.9 10.73 19.3 445 374 345
4.1 7.13 9 279 207 241
4.2 9 14.6 72 61 38
3.8 8.66 6.8 246 178 177
4.5 10.05 36.7 184 144 151
3.7 7.58 20.8 97 59 79
5 7.78 20.9 489 391 329
5.3 8.15 12.3 99 55 71
4.4 9.66 9.9 83 66 95
2.5 8.54 27 98 57 75
4.6 9.68 16.7 186 151 129
5 11.03 19.7 318 270 335
5.3 11.77 17.3 196 164 165
5.1 9.76 21.9 150 147 106
4.3 10.39 14 353 223 200
4.3 9.23 11.6 620 413 420
6.3 8.84 29.6 85 59 66
5.7 11.2 34.5 180 134 151
1.3 8.16 1.9 73 49 21
5.7 11.8 9.1 571 441 469
3.9 8.28 12 546 413 436
4.7 10.72 23.2 113 90 107
6.5 19.56 17.2 306 273 172
4.9 11.07 28.5 768 591 656
3.2 8.19 10.8 176 156 88
5.5 10.9 10.6 593 446 211
7.8 12.07 52.4 157 115 76
3.9 11.15 7.7 281 217 199
5.9 17.94 26.4 835 791 407
4.3 9.42 24.8 508 421 528
4.5 6.7 13 76 51 79
2.3 7.95 4.6 163 128 93
6.6 13.95 15.6 356 308 182
4.4 8.88 14.1 237 165 182
4.3 8.67 24.4 182 130 118
4 9.2 17.5 298 244 236
5.6 10.12 14.9 362 313 264
2.6 9.76 6.9 64 47 55
4.1 9.35 15.9 833 547 519
1.7 8.09 7.6 92 61 61
3.4 10.42 8 119 67 64
4.6 10.16 8.4 831 581 629
5.5 7.63 11.6 197 109 110
4.2 9.06 6.9 134 103 125
4.4 7.7 12.2 129 85 136
6.3 9.74 11.4 221 170 172
4.5 9.61 6.9 487 404 220
5.2 9.84 17.7 210 200 239
5.7 11.18 18.8 595 546 392
4.3 7.65 16.4 318 265 314
5.6 11.48 20.3 252 207 251
5.4 7.93 7.5 68 42 49
4.1 10.47 5.7 196 168 153
3 11.2 7 130 95 56
3.1 8.63 8.4 76 39 44
3.4 8.45 12.9 235 143 124
5.2 9.53 15 298 241 193
6.2 10.15 16.4 568 452 371
4.6 7.84 7.1 60 50 45
4.3 8.3 6.8 167 105 59
4.8 9.84 12 600 468 497
4.5 8.28 26 108 84 73
5.5 8.37 15.1 115 96 88
4.2 7.53 23.1 95 47 49
3.5 7.94 6.2 195 139 116
6.1 13.59 24.2 312 258 169
5.8 11.41 23.8 424 359 335
5.8 9.5 42 98 68 46
2.9 10.79 2.6 461 320 196
