"Y" "X1" "X2" "X3" "X4" "X5"
3.1 8.63 8.4 76 39 44
2 7.08 12.3 87 52 57
5.5 8.37 15.1 115 96 88
4.3 7.65 16.4 318 265 314
2.9 10.79 2.6 461 320 196
4.3 9.42 24.8 508 421 528
4.3 10.39 14 353 223 200
4.8 12.01 10.8 298 237 115
3.4 10.42 8 119 67 64
5.1 9.76 21.9 150 147 106
4.7 10.72 23.2 113 90 107
4.5 6.7 13 76 51 79
5.3 9.77 15.7 154 123 148
3.5 8.03 24.3 97 65 55
5.3 8.15 12.3 99 55 71
6.2 10.15 16.4 568 452 371
2.3 7.95 4.6 163 128 93
4.3 9.89 11.8 190 141 112
3.9 8.28 12 546 413 436
2.9 8.9 12.7 52 37 35
1.6 8.82 3.8 80 51 52
2 8.93 6.2 95 59 56
4.7 8.77 5.2 143 85 87
4.3 9.23 11.6 620 413 420
2.7 7.14 13.1 92 40 50
4.4 7.7 12.2 129 85 136
4.1 7.13 9 279 207 241
5 10.33 21.2 266 181 149
2.6 9.76 6.9 64 47 55
5.5 11.08 18.6 387 326 405
5.3 11.77 17.3 196 164 165
4.8 9.36 18.3 165 127 158
4.5 10.05 36.7 184 144 151
1.3 8.16 1.9 73 49 21
4.2 9 14.6 72 61 38
4.5 8.28 26 108 84 73
1.7 8.09 7.6 92 61 61
2.9 7.91 11.9 477 349 188
4.4 9.66 9.9 83 66 95
4.4 11.65 18.6 248 217 189
5.2 9.53 15 298 241 193
3.9 11.15 7.7 281 217 199
5.1 10.3 27.8 175 113 73
4.1 9.35 15.9 833 547 519
4.4 10.02 8.3 265 191 202
5.6 8.95 18.9 147 53 148
6.1 13.59 24.2 312 258 169
3.5 7.94 6.2 195 139 116
4.5 9.61 6.9 487 404 220
1.8 7.67 2.5 106 93 35
4.1 9.05 20.5 195 127 112
3.9 10.73 19.3 445 374 345
3.8 8.66 6.8 246 178 177
5.8 9.5 42 98 68 46
4.2 8.88 10.1 305 238 197
1.3 8.92 2.2 56 40 14
6.5 19.56 17.2 306 273 172
4.6 10.16 8.4 831 581 629
3.7 8.58 7.4 304 248 218
5.4 7.93 7.5 68 42 49
7.6 11.41 16.6 535 330 273
5.5 7.63 11.6 197 109 110
5.2 9.84 17.7 210 200 239
4.3 8.3 6.8 167 105 59
2.9 8.86 9.5 100 65 53
5 7.78 20.9 489 391 329
4.9 9.89 17.7 167 113 106
5.6 10.12 14.9 362 313 264
4.1 10.47 5.7 196 168 153
4.5 9.31 30.2 170 124 173
3.7 8.48 12.1 166 145 118
1.4 7.14 4.1 115 90 19
