"Y" "X1" "X2" "X3" "X4" "X5"
3.8 8.66 6.8 246 178 177
3.7 8.48 12.1 166 145 118
1.6 8.82 3.8 80 51 52
1.4 7.14 4.1 115 90 19
4.3 9.89 11.8 190 141 112
2.7 8.34 8.1 107 82 54
6.3 9.74 11.4 221 170 172
5.8 11.41 23.8 424 359 335
2.9 10.79 2.6 461 320 196
5.7 11.8 9.1 571 441 469
6.5 19.56 17.2 306 273 172
5.3 9.77 15.7 154 123 148
5.4 7.93 7.5 68 42 49
2.5 8.54 27 98 57 75
4.6 10.16 8.4 831 581 629
4.1 10.47 5.7 196 168 153
1.7 8.09 7.6 92 61 61
4.4 10.02 8.3 265 191 202
3.7 7.58 20.8 97 59 79
4.3 8.3 6.8 167 105 59
2.3 7.95 4.6 163 128 93
4.5 9.31 30.2 170 124 173
3.1 8.63 8.4 76 39 44
4 9.2 17.5 298 244 236
5.1 10.3 27.8 175 113 73
6.3 8.84 29.6 85 59 66
4.8 9.84 12 600 468 497
3.5 7.94 6.2 195 139 116
4.9 11.07 28.5 768 591 656
4.5 11.46 15.6 191 153 132
2 7.08 12.3 87 52 57
5.8 9.5 42 98 68 46
4.8 10.24 36.3 195 163 170
4.3 10.39 14 353 223 200
5.5 11.08 18.6 387 326 405
3.2 8.19 10.8 176 156 88
5 11.03 19.7 318 270 335
4.1 9.35 15.9 833 547 519
4.2 7.53 23.1 95 47 49
5.2 9.84 17.7 210 200 239
4.7 8.77 5.2 143 85 87
4.3 8.67 24.4 182 130 118
5 10.33 21.2 266 181 149
3.1 9.41 20.6 29 20 22
2.9 8.86 9.5 100 65 53
5.2 9.53 15 298 241 193
2 8.93 6.2 95 59 56
7.8 12.07 52.4 157 115 76
4.5 9.44 10.9 297 230 263
5.4 11.18 60.5 640 399 360
5.3 11.77 17.3 196 164 165
1.3 8.92 2.2 56 40 14
4.1 9.05 20.5 195 127 112
5.6 8.95 18.9 147 53 148
3.4 10.42 8 119 67 64
4.2 9.06 6.9 134 103 125
5.6 10.12 14.9 362 313 264
5.5 10.9 10.6 593 446 211
4.5 8.28 26 108 84 73
6.1 13.59 24.2 312 258 169
4.6 9.68 16.7 186 151 129
4.4 8.88 14.1 237 165 182
7.7 12.78 46 322 252 349
3 11.2 7 130 95 56
5.6 11.48 20.3 252 207 251
