"Y" "X1" "X2" "X3" "X4" "X5"
5.5 10.9 10.6 593 446 211
1.4 7.14 4.1 115 90 19
2.1 8.02 3.8 91 44 32
3.4 10.42 8 119 67 64
3.1 9.41 20.6 29 20 22
2.9 8.86 9.5 100 65 53
4.8 9.84 12 600 468 497
2.9 7.91 11.9 477 349 188
5 10.33 21.2 266 181 149
6.1 13.59 24.2 312 258 169
1.6 8.82 3.8 80 51 52
4.2 7.53 23.1 95 47 49
3.9 11.15 7.7 281 217 199
4.1 7.13 9 279 207 241
7.6 11.41 16.6 535 330 273
4.3 9.42 24.8 508 421 528
4.5 8.28 26 108 84 73
5.3 8.15 12.3 99 55 71
1.3 8.92 2.2 56 40 14
4.1 9.35 15.9 833 547 519
5.4 7.93 7.5 68 42 49
6.3 9.74 11.4 221 170 172
3.7 7.58 20.8 97 59 79
4.1 9.05 20.5 195 127 112
7.7 12.78 46 322 252 349
4.9 10.23 9.9 752 595 446
5.2 9.53 15 298 241 193
4.8 12.01 10.8 298 237 115
4.7 10.72 23.2 113 90 107
1.7 8.09 7.6 92 61 61
4.3 10.39 14 353 223 200
1.8 7.67 2.5 106 93 35
5.2 9.84 17.7 210 200 239
4.5 11.46 15.6 191 153 132
2.9 10.79 2.6 461 320 196
4.6 7.84 7.1 60 50 45
4 9.2 17.5 298 244 236
5.6 11.48 20.3 252 207 251
4.3 8.3 6.8 167 105 59
4.5 10.05 36.7 184 144 151
4.5 9.44 10.9 297 230 263
4.8 10.24 36.3 195 163 170
2.3 7.95 4.6 163 128 93
4.4 7.7 12.2 129 85 136
5.3 9.77 15.7 154 123 148
4.6 10.16 8.4 831 581 629
3.8 8.66 6.8 246 178 177
3.4 8.45 12.9 235 143 124
4.2 8.88 10.1 305 238 197
5.9 17.94 26.4 835 791 407
5 11.03 19.7 318 270 335
4.4 11.65 18.6 248 217 189
3.7 7.14 2.6 70 37 35
5 9.78 17.6 270 240 198
6.4 11.62 25.5 133 113 101
4.2 9.06 6.9 134 103 125
2.7 8.34 8.1 107 82 54
3.9 8.28 12 546 413 436
4.4 9.66 9.9 83 66 95
5.5 8.37 15.1 115 96 88
6.3 8.84 29.6 85 59 66
4.4 10.02 8.3 265 191 202
4.9 9.89 17.7 167 113 106
5.8 9.5 42 98 68 46
6.6 13.95 15.6 356 308 182
3 11.2 7 130 95 56
4.8 9.36 18.3 165 127 158
5.1 10.3 27.8 175 113 73
4.3 7.65 16.4 318 265 314
4.5 9.61 6.9 487 404 220
4.6 9.68 16.7 186 151 129
3.2 8.19 10.8 176 156 88
2.8 9.97 16.5 90 69 42
5.7 11.18 18.8 595 546 392
