"Y" "X1" "X2" "X3" "X4" "X5"
6.5 19.56 17.2 306 273 172
6.3 9.74 11.4 221 170 172
3.9 8.28 12 546 413 436
4.5 8.28 26 108 84 73
4 9.2 17.5 298 244 236
5.4 11.18 60.5 640 399 360
2.3 7.95 4.6 163 128 93
5.8 11.41 23.8 424 359 335
4.2 7.39 14.6 72 38 67
5.6 8.95 18.9 147 53 148
4.1 9.35 15.9 833 547 519
4.5 9.61 6.9 487 404 220
5.5 11.08 18.6 387 326 405
2.9 7.91 11.9 477 349 188
4.1 9.05 20.5 195 127 112
5.6 10.12 14.9 362 313 264
3.5 7.94 6.2 195 139 116
4.3 8.3 6.8 167 105 59
1.6 8.82 3.8 80 51 52
2.1 8.02 3.8 91 44 32
1.8 7.67 2.5 106 93 35
5.5 10.9 10.6 593 446 211
4.4 11.65 18.6 248 217 189
3.7 7.58 20.8 97 59 79
6.2 10.15 16.4 568 452 371
5.5 8.37 15.1 115 96 88
1.3 8.92 2.2 56 40 14
4.3 9.42 24.8 508 421 528
5 9.78 17.6 270 240 198
3.8 8.66 6.8 246 178 177
5 11.03 19.7 318 270 335
3.7 8.58 7.4 304 248 218
4.2 9.06 6.9 134 103 125
2.7 8.34 8.1 107 82 54
1.4 7.14 4.1 115 90 19
4.5 10.05 36.7 184 144 151
4.6 10.16 8.4 831 581 629
7.8 12.07 52.4 157 115 76
4.3 9.23 11.6 620 413 420
2.7 7.14 13.1 92 40 50
5.7 11.2 34.5 180 134 151
2.9 10.8 1.6 130 69 62
4.5 9.44 10.9 297 230 263
6.4 11.62 25.5 133 113 101
5.6 11.48 20.3 252 207 251
3.1 9.41 20.6 29 20 22
3.7 8.48 12.1 166 145 118
4.7 10.72 23.2 113 90 107
4.4 8.88 14.1 237 165 182
4.5 6.7 13 76 51 79
2.6 9.76 6.9 64 47 55
5.3 9.77 15.7 154 123 148
4.8 10.24 36.3 195 163 170
1.3 8.16 1.9 73 49 21
4.4 7.7 12.2 129 85 136
3.9 11.15 7.7 281 217 199
5.2 9.84 17.7 210 200 239
2 8.93 6.2 95 59 56
5.2 9.53 15 298 241 193
6.6 13.95 15.6 356 308 182
4.3 9.89 11.8 190 141 112
5.3 11.77 17.3 196 164 165
5 10.33 21.2 266 181 149
4.8 12.01 10.8 298 237 115
4.2 9 14.6 72 61 38
2.5 8.54 27 98 57 75
7.6 11.41 16.6 535 330 273
2.9 10.79 2.6 461 320 196
4.5 11.46 15.6 191 153 132
5.1 9.76 21.9 150 147 106
5.7 11.18 18.8 595 546 392
4.9 11.07 28.5 768 591 656
2.8 9.97 16.5 90 69 42
5.5 7.63 11.6 197 109 110
