"Y" "X1" "X2" "X3" "X4" "X5"
4.4 10.02 8.3 265 191 202
5 10.33 21.2 266 181 149
5.5 7.63 11.6 197 109 110
2.9 7.91 11.9 477 349 188
1.3 8.16 1.9 73 49 21
4.2 9.06 6.9 134 103 125
3 11.2 7 130 95 56
2.9 8.9 12.7 52 37 35
4.7 10.72 23.2 113 90 107
4.4 8.88 14.1 237 165 182
4.5 6.7 13 76 51 79
4.6 9.68 16.7 186 151 129
2.1 8.02 3.8 91 44 32
5.8 9.5 42 98 68 46
6.3 8.84 29.6 85 59 66
2.7 7.14 13.1 92 40 50
6.4 11.62 25.5 133 113 101
5.7 11.2 34.5 180 134 151
1.3 8.92 2.2 56 40 14
5.5 8.37 15.1 115 96 88
5.8 11.41 23.8 424 359 335
4.6 7.84 7.1 60 50 45
4.4 7.7 12.2 129 85 136
5.1 9.76 21.9 150 147 106
4.3 9.89 11.8 190 141 112
5.9 17.94 26.4 835 791 407
3.2 8.19 10.8 176 156 88
4.7 8.77 5.2 143 85 87
2.9 10.8 1.6 130 69 62
3.7 7.14 2.6 70 37 35
2.9 8.86 9.5 100 65 53
3.9 8.28 12 546 413 436
3.7 8.48 12.1 166 145 118
4.8 10.24 36.3 195 163 170
4.3 8.67 24.4 182 130 118
4.2 9 14.6 72 61 38
7.8 12.07 52.4 157 115 76
7.6 11.41 16.6 535 330 273
2.9 10.79 2.6 461 320 196
4.4 9.66 9.9 83 66 95
4.5 8.28 26 108 84 73
3.5 7.94 6.2 195 139 116
2 8.93 6.2 95 59 56
4.2 7.53 23.1 95 47 49
4.3 8.3 6.8 167 105 59
4.1 9.35 15.9 833 547 519
4.9 10.23 9.9 752 595 446
5.3 11.77 17.3 196 164 165
3.4 10.42 8 119 67 64
3.8 8.66 6.8 246 178 177
5.2 9.53 15 298 241 193
4.8 12.01 10.8 298 237 115
2.7 8.34 8.1 107 82 54
4.2 7.39 14.6 72 38 67
5.6 8.95 18.9 147 53 148
4.8 9.36 18.3 165 127 158
5.7 11.8 9.1 571 441 469
4.9 11.07 28.5 768 591 656
5.5 11.08 18.6 387 326 405
3.5 8.03 24.3 97 65 55
4.5 11.46 15.6 191 153 132
4.3 9.23 11.6 620 413 420
4 9.2 17.5 298 244 236
4.9 9.89 17.7 167 113 106
5.4 7.93 7.5 68 42 49
2 7.08 12.3 87 52 57
2.6 9.76 6.9 64 47 55
1.8 7.67 2.5 106 93 35
6.6 13.95 15.6 356 308 182
3.4 8.45 12.9 235 143 124
