"Y" "X1" "X2" "X3" "X4" "X5"
5.7 11.8 9.1 571 441 469
4.5 6.7 13 76 51 79
3.1 9.41 20.6 29 20 22
4.2 9 14.6 72 61 38
6.2 10.15 16.4 568 452 371
4.2 9.06 6.9 134 103 125
5.5 7.63 11.6 197 109 110
5.1 10.3 27.8 175 113 73
4.1 9.05 20.5 195 127 112
6.4 11.62 25.5 133 113 101
4.1 10.47 5.7 196 168 153
4.6 9.68 16.7 186 151 129
4.2 7.39 14.6 72 38 67
7.8 12.07 52.4 157 115 76
4.9 10.23 9.9 752 595 446
4.6 7.84 7.1 60 50 45
5.3 11.77 17.3 196 164 165
4.3 8.3 6.8 167 105 59
2.5 8.54 27 98 57 75
5.2 9.84 17.7 210 200 239
6.6 13.95 15.6 356 308 182
4.5 8.28 26 108 84 73
5.5 11.08 18.6 387 326 405
3.5 8.03 24.3 97 65 55
4.8 12.01 10.8 298 237 115
4.6 10.16 8.4 831 581 629
3.5 7.94 6.2 195 139 116
5.6 8.95 18.9 147 53 148
4.2 8.88 10.1 305 238 197
5.8 11.41 23.8 424 359 335
4.3 7.65 16.4 318 265 314
1.7 8.09 7.6 92 61 61
6.5 19.56 17.2 306 273 172
1.8 7.67 2.5 106 93 35
2.8 9.97 16.5 90 69 42
4.1 7.13 9 279 207 241
5 11.03 19.7 318 270 335
3.7 8.48 12.1 166 145 118
5.5 10.9 10.6 593 446 211
3 11.2 7 130 95 56
4.9 9.89 17.7 167 113 106
4 9.2 17.5 298 244 236
4.3 9.42 24.8 508 421 528
2 8.93 6.2 95 59 56
5.2 9.53 15 298 241 193
4.8 10.24 36.3 195 163 170
3.8 8.66 6.8 246 178 177
3.9 11.15 7.7 281 217 199
4.5 10.05 36.7 184 144 151
4.5 11.46 15.6 191 153 132
5.5 8.37 15.1 115 96 88
5 9.78 17.6 270 240 198
4.3 8.67 24.4 182 130 118
6.3 8.84 29.6 85 59 66
4.4 7.7 12.2 129 85 136
5.4 7.93 7.5 68 42 49
2.6 9.76 6.9 64 47 55
5.9 17.94 26.4 835 791 407
4.1 9.35 15.9 833 547 519
6.3 9.74 11.4 221 170 172
4.8 9.84 12 600 468 497
1.3 8.16 1.9 73 49 21
5.3 8.15 12.3 99 55 71
3.7 8.58 7.4 304 248 218
4.7 10.72 23.2 113 90 107
3.1 8.63 8.4 76 39 44
