"Y" "X1" "X2" "X3" "X4" "X5"
4.6 7.84 7.1 60 50 45
4.9 9.89 17.7 167 113 106
5.1 9.76 21.9 150 147 106
3.9 8.28 12 546 413 436
3.7 7.14 2.6 70 37 35
4.2 7.39 14.6 72 38 67
1.7 8.09 7.6 92 61 61
4.8 10.24 36.3 195 163 170
6.2 10.15 16.4 568 452 371
6.1 13.59 24.2 312 258 169
3.5 7.94 6.2 195 139 116
4.4 8.88 14.1 237 165 182
4.4 9.66 9.9 83 66 95
4.3 10.39 14 353 223 200
5.9 17.94 26.4 835 791 407
2.9 10.79 2.6 461 320 196
4.9 10.23 9.9 752 595 446
1.3 8.92 2.2 56 40 14
5.6 10.12 14.9 362 313 264
5.3 9.77 15.7 154 123 148
5.2 9.53 15 298 241 193
1.4 7.14 4.1 115 90 19
4.6 9.68 16.7 186 151 129
4.6 10.16 8.4 831 581 629
4.4 10.02 8.3 265 191 202
3.1 9.41 20.6 29 20 22
3.5 8.03 24.3 97 65 55
5.5 10.9 10.6 593 446 211
4.3 9.42 24.8 508 421 528
4.5 11.46 15.6 191 153 132
4.3 7.65 16.4 318 265 314
5.1 10.3 27.8 175 113 73
7.8 12.07 52.4 157 115 76
4.1 7.13 9 279 207 241
3.2 8.19 10.8 176 156 88
2.1 8.02 3.8 91 44 32
4.8 12.01 10.8 298 237 115
4.1 10.47 5.7 196 168 153
5.7 11.2 34.5 180 134 151
4.5 8.28 26 108 84 73
2.3 7.95 4.6 163 128 93
4.3 9.89 11.8 190 141 112
4.9 11.07 28.5 768 591 656
4.7 10.72 23.2 113 90 107
5.8 9.5 42 98 68 46
5.3 8.15 12.3 99 55 71
4.1 9.05 20.5 195 127 112
4.3 8.3 6.8 167 105 59
4.8 9.84 12 600 468 497
4.3 8.67 24.4 182 130 118
2 8.93 6.2 95 59 56
3.4 8.45 12.9 235 143 124
5.7 11.18 18.8 595 546 392
3 11.2 7 130 95 56
2.9 10.8 1.6 130 69 62
5.3 11.77 17.3 196 164 165
4.4 7.7 12.2 129 85 136
6.3 8.84 29.6 85 59 66
5 11.03 19.7 318 270 335
1.6 8.82 3.8 80 51 52
4.3 9.23 11.6 620 413 420
2.5 8.54 27 98 57 75
3.1 8.63 8.4 76 39 44
3.7 8.58 7.4 304 248 218
4.5 9.61 6.9 487 404 220
4.2 9.06 6.9 134 103 125
