"Y" "X1" "X2" "X3" "X4" "X5"
4.6 10.16 8.4 831 581 629
4.7 8.77 5.2 143 85 87
1.8 7.67 2.5 106 93 35
5.5 8.37 15.1 115 96 88
7.7 12.78 46 322 252 349
4.8 12.01 10.8 298 237 115
5.7 11.2 34.5 180 134 151
2.9 10.8 1.6 130 69 62
2 7.08 12.3 87 52 57
4 9.2 17.5 298 244 236
5.7 11.18 18.8 595 546 392
4.2 9 14.6 72 61 38
2.8 9.97 16.5 90 69 42
4.3 9.89 11.8 190 141 112
4.5 9.61 6.9 487 404 220
1.6 8.82 3.8 80 51 52
5 11.03 19.7 318 270 335
5.5 7.63 11.6 197 109 110
4.1 7.13 9 279 207 241
5.5 10.9 10.6 593 446 211
4.3 9.23 11.6 620 413 420
3.1 8.63 8.4 76 39 44
5.4 7.93 7.5 68 42 49
6.2 10.15 16.4 568 452 371
7.8 12.07 52.4 157 115 76
5.4 11.18 60.5 640 399 360
4.1 9.05 20.5 195 127 112
2.9 8.9 12.7 52 37 35
2.9 10.79 2.6 461 320 196
4.2 7.53 23.1 95 47 49
3.1 9.41 20.6 29 20 22
5.8 9.5 42 98 68 46
5.2 9.84 17.7 210 200 239
6.6 13.95 15.6 356 308 182
4.4 9.66 9.9 83 66 95
4.5 10.05 36.7 184 144 151
7.6 11.41 16.6 535 330 273
4.1 9.35 15.9 833 547 519
2.9 8.86 9.5 100 65 53
2.7 7.14 13.1 92 40 50
4.1 10.47 5.7 196 168 153
4.4 10.02 8.3 265 191 202
4.4 11.65 18.6 248 217 189
3 11.2 7 130 95 56
3.7 7.14 2.6 70 37 35
4.5 8.28 26 108 84 73
4.5 6.7 13 76 51 79
2.5 8.54 27 98 57 75
3.4 8.45 12.9 235 143 124
5.3 8.15 12.3 99 55 71
4.9 9.89 17.7 167 113 106
5.2 9.53 15 298 241 193
5 9.78 17.6 270 240 198
4.8 9.84 12 600 468 497
6.3 8.84 29.6 85 59 66
5.6 10.12 14.9 362 313 264
3.5 8.03 24.3 97 65 55
3.9 11.15 7.7 281 217 199
3.5 7.94 6.2 195 139 116
5.9 17.94 26.4 835 791 407
4.9 11.07 28.5 768 591 656
4.2 8.88 10.1 305 238 197
5.1 9.76 21.9 150 147 106
4.5 9.44 10.9 297 230 263
2.6 9.76 6.9 64 47 55
4.3 9.42 24.8 508 421 528
2.3 7.95 4.6 163 128 93
3.7 7.58 20.8 97 59 79
2.1 8.02 3.8 91 44 32
2.9 7.91 11.9 477 349 188
