"Y" "X1" "X2" "X3" "X4" "X5"
3.7 8.58 7.4 304 248 218
3.7 7.14 2.6 70 37 35
7.6 11.41 16.6 535 330 273
2.3 7.95 4.6 163 128 93
5.7 11.8 9.1 571 441 469
5.4 11.18 60.5 640 399 360
3.9 11.15 7.7 281 217 199
5.7 11.2 34.5 180 134 151
3.9 8.28 12 546 413 436
4.5 11.46 15.6 191 153 132
4.2 7.53 23.1 95 47 49
5.2 9.53 15 298 241 193
4.5 8.28 26 108 84 73
5.2 9.84 17.7 210 200 239
2.9 10.79 2.6 461 320 196
4.5 9.61 6.9 487 404 220
4.2 9.06 6.9 134 103 125
4.4 11.65 18.6 248 217 189
4.9 11.07 28.5 768 591 656
4.5 9.44 10.9 297 230 263
3 11.2 7 130 95 56
5.3 9.77 15.7 154 123 148
2.7 7.14 13.1 92 40 50
2 7.08 12.3 87 52 57
3.7 7.58 20.8 97 59 79
4.8 9.84 12 600 468 497
4.3 10.39 14 353 223 200
4.1 9.35 15.9 833 547 519
4.1 7.13 9 279 207 241
4.9 9.89 17.7 167 113 106
5.8 9.5 42 98 68 46
4.1 9.05 20.5 195 127 112
4.7 8.77 5.2 143 85 87
4.5 6.7 13 76 51 79
6.5 19.56 17.2 306 273 172
4.3 9.42 24.8 508 421 528
4.4 7.7 12.2 129 85 136
4.9 10.23 9.9 752 595 446
3.7 8.48 12.1 166 145 118
2.6 9.76 6.9 64 47 55
5.6 8.95 18.9 147 53 148
5 10.33 21.2 266 181 149
5 9.78 17.6 270 240 198
1.3 8.16 1.9 73 49 21
6.3 9.74 11.4 221 170 172
4.3 9.23 11.6 620 413 420
4.8 12.01 10.8 298 237 115
4.1 10.47 5.7 196 168 153
6.6 13.95 15.6 356 308 182
4.8 9.36 18.3 165 127 158
4.7 10.72 23.2 113 90 107
5.5 11.08 18.6 387 326 405
2.9 8.86 9.5 100 65 53
1.4 7.14 4.1 115 90 19
1.6 8.82 3.8 80 51 52
1.3 8.92 2.2 56 40 14
5.5 7.63 11.6 197 109 110
5.5 10.9 10.6 593 446 211
2.8 9.97 16.5 90 69 42
2 8.93 6.2 95 59 56
5.3 8.15 12.3 99 55 71
6.2 10.15 16.4 568 452 371
5.6 11.48 20.3 252 207 251
4.2 7.39 14.6 72 38 67
1.7 8.09 7.6 92 61 61
3.9 10.73 19.3 445 374 345
