"Y" "X1" "X2" "X3" "X4" "X5"
5.7 11.18 18.8 595 546 392
2.5 8.54 27 98 57 75
5.7 11.8 9.1 571 441 469
1.3 8.92 2.2 56 40 14
5.3 9.77 15.7 154 123 148
6.5 19.56 17.2 306 273 172
4.3 7.65 16.4 318 265 314
5.1 10.3 27.8 175 113 73
3.1 8.63 8.4 76 39 44
7.6 11.41 16.6 535 330 273
4.5 9.61 6.9 487 404 220
5.5 10.9 10.6 593 446 211
4.2 7.53 23.1 95 47 49
2.8 9.97 16.5 90 69 42
5.7 11.2 34.5 180 134 151
2.3 7.95 4.6 163 128 93
2.1 8.02 3.8 91 44 32
4.4 9.66 9.9 83 66 95
2.9 10.8 1.6 130 69 62
7.8 12.07 52.4 157 115 76
4.8 9.84 12 600 468 497
5 7.78 20.9 489 391 329
5.6 11.48 20.3 252 207 251
3.1 9.41 20.6 29 20 22
1.7 8.09 7.6 92 61 61
1.4 7.14 4.1 115 90 19
6.3 8.84 29.6 85 59 66
4.4 10.02 8.3 265 191 202
4.3 9.23 11.6 620 413 420
4 9.2 17.5 298 244 236
4.3 8.67 24.4 182 130 118
5 9.78 17.6 270 240 198
3.7 8.48 12.1 166 145 118
5.2 9.84 17.7 210 200 239
4.5 10.05 36.7 184 144 151
4.4 8.88 14.1 237 165 182
4.6 10.16 8.4 831 581 629
4.5 8.28 26 108 84 73
3.9 10.73 19.3 445 374 345
5.5 8.37 15.1 115 96 88
5.2 9.53 15 298 241 193
4.6 7.84 7.1 60 50 45
4.5 9.31 30.2 170 124 173
4.1 9.35 15.9 833 547 519
5 11.03 19.7 318 270 335
1.3 8.16 1.9 73 49 21
3.7 7.58 20.8 97 59 79
5.4 11.18 60.5 640 399 360
2.9 8.9 12.7 52 37 35
4.8 9.36 18.3 165 127 158
5.8 9.5 42 98 68 46
6.4 11.62 25.5 133 113 101
2.7 8.34 8.1 107 82 54
2.9 8.86 9.5 100 65 53
1.8 7.67 2.5 106 93 35
5.3 11.77 17.3 196 164 165
4.3 10.39 14 353 223 200
5 10.33 21.2 266 181 149
4.3 9.42 24.8 508 421 528
5.5 11.08 18.6 387 326 405
5.3 8.15 12.3 99 55 71
6.3 9.74 11.4 221 170 172
2 7.08 12.3 87 52 57
5.6 10.12 14.9 362 313 264
3.4 8.45 12.9 235 143 124
6.6 13.95 15.6 356 308 182
6.1 13.59 24.2 312 258 169
2.7 7.14 13.1 92 40 50
5.6 8.95 18.9 147 53 148
3.9 8.28 12 546 413 436
4.8 12.01 10.8 298 237 115
3 11.2 7 130 95 56
