"Y" "X1" "X2" "X3" "X4" "X5"
2 8.93 6.2 95 59 56
5.6 10.12 14.9 362 313 264
4.4 7.7 12.2 129 85 136
3.9 10.73 19.3 445 374 345
3 11.2 7 130 95 56
6.3 8.84 29.6 85 59 66
5.1 10.3 27.8 175 113 73
4.1 9.35 15.9 833 547 519
4.3 10.39 14 353 223 200
5.1 9.76 21.9 150 147 106
7.8 12.07 52.4 157 115 76
4.2 7.39 14.6 72 38 67
4.5 10.05 36.7 184 144 151
4.5 9.44 10.9 297 230 263
2.9 8.9 12.7 52 37 35
2.9 8.86 9.5 100 65 53
4 9.2 17.5 298 244 236
5 10.33 21.2 266 181 149
6.1 13.59 24.2 312 258 169
1.6 8.82 3.8 80 51 52
5.9 17.94 26.4 835 791 407
5.8 9.5 42 98 68 46
4.7 8.77 5.2 143 85 87
4.8 9.84 12 600 468 497
6.6 13.95 15.6 356 308 182
4.1 10.47 5.7 196 168 153
4.6 9.68 16.7 186 151 129
5.2 9.84 17.7 210 200 239
3.7 8.48 12.1 166 145 118
2.8 9.97 16.5 90 69 42
6.4 11.62 25.5 133 113 101
4.4 8.88 14.1 237 165 182
1.3 8.92 2.2 56 40 14
4.5 8.28 26 108 84 73
4.1 9.05 20.5 195 127 112
4.4 9.66 9.9 83 66 95
4.3 9.42 24.8 508 421 528
4.3 9.23 11.6 620 413 420
5.7 11.2 34.5 180 134 151
4.8 12.01 10.8 298 237 115
5.6 8.95 18.9 147 53 148
4.5 6.7 13 76 51 79
1.4 7.14 4.1 115 90 19
3.8 8.66 6.8 246 178 177
3.9 11.15 7.7 281 217 199
2.9 10.79 2.6 461 320 196
5.5 8.37 15.1 115 96 88
2.7 8.34 8.1 107 82 54
6.5 19.56 17.2 306 273 172
5.3 9.77 15.7 154 123 148
3.9 8.28 12 546 413 436
2.1 8.02 3.8 91 44 32
3.4 10.42 8 119 67 64
4.8 10.24 36.3 195 163 170
4.2 7.53 23.1 95 47 49
1.7 8.09 7.6 92 61 61
5 11.03 19.7 318 270 335
5.3 8.15 12.3 99 55 71
1.8 7.67 2.5 106 93 35
1.3 8.16 1.9 73 49 21
7.6 11.41 16.6 535 330 273
4.5 9.31 30.2 170 124 173
4.9 11.07 28.5 768 591 656
4.6 10.16 8.4 831 581 629
2.3 7.95 4.6 163 128 93
4.4 11.65 18.6 248 217 189
