"Y" "X1" "X2" "X3" "X4" "X5"
2 8.93 6.2 95 59 56
3.5 7.94 6.2 195 139 116
3.7 8.58 7.4 304 248 218
5.5 11.08 18.6 387 326 405
1.6 8.82 3.8 80 51 52
3.9 10.73 19.3 445 374 345
6.2 10.15 16.4 568 452 371
6.6 13.95 15.6 356 308 182
2.1 8.02 3.8 91 44 32
4.9 9.89 17.7 167 113 106
6.5 19.56 17.2 306 273 172
4.1 10.47 5.7 196 168 153
4.6 9.68 16.7 186 151 129
7.7 12.78 46 322 252 349
3.7 7.58 20.8 97 59 79
4.6 10.16 8.4 831 581 629
2.8 9.97 16.5 90 69 42
3.9 11.15 7.7 281 217 199
5.3 8.15 12.3 99 55 71
3.1 9.41 20.6 29 20 22
2.3 7.95 4.6 163 128 93
4.2 7.39 14.6 72 38 67
2 7.08 12.3 87 52 57
5.8 11.41 23.8 424 359 335
3.7 7.14 2.6 70 37 35
5 7.78 20.9 489 391 329
4.4 7.7 12.2 129 85 136
2.9 10.79 2.6 461 320 196
5.4 7.93 7.5 68 42 49
5.7 11.2 34.5 180 134 151
4.9 10.23 9.9 752 595 446
5.6 11.48 20.3 252 207 251
2.9 10.8 1.6 130 69 62
4.7 8.77 5.2 143 85 87
4.9 11.07 28.5 768 591 656
4.6 7.84 7.1 60 50 45
3.2 8.19 10.8 176 156 88
4.3 9.23 11.6 620 413 420
4.3 8.3 6.8 167 105 59
3.4 8.45 12.9 235 143 124
6.3 8.84 29.6 85 59 66
2.7 8.34 8.1 107 82 54
4.8 9.36 18.3 165 127 158
1.3 8.92 2.2 56 40 14
4.5 9.31 30.2 170 124 173
3 11.2 7 130 95 56
5.1 10.3 27.8 175 113 73
1.4 7.14 4.1 115 90 19
2.5 8.54 27 98 57 75
4.5 11.46 15.6 191 153 132
4.4 11.65 18.6 248 217 189
1.8 7.67 2.5 106 93 35
5.7 11.8 9.1 571 441 469
4.5 8.28 26 108 84 73
5.6 10.12 14.9 362 313 264
3.8 8.66 6.8 246 178 177
4.4 10.02 8.3 265 191 202
5.8 9.5 42 98 68 46
5.9 17.94 26.4 835 791 407
4.8 10.24 36.3 195 163 170
4.5 6.7 13 76 51 79
4.7 10.72 23.2 113 90 107
5.3 9.77 15.7 154 123 148
5 9.78 17.6 270 240 198
4.3 8.67 24.4 182 130 118
5 10.33 21.2 266 181 149
3.9 8.28 12 546 413 436
3.4 10.42 8 119 67 64
2.9 8.9 12.7 52 37 35
4.4 8.88 14.1 237 165 182
5.3 11.77 17.3 196 164 165
6.3 9.74 11.4 221 170 172
