"Y" "X1" "X2" "X3" "X4" "X5"
3.7 7.58 20.8 97 59 79
5.5 10.9 10.6 593 446 211
3.1 8.63 8.4 76 39 44
3.5 8.03 24.3 97 65 55
4.5 9.44 10.9 297 230 263
4.5 11.46 15.6 191 153 132
5 10.33 21.2 266 181 149
5.3 9.77 15.7 154 123 148
6.1 13.59 24.2 312 258 169
1.7 8.09 7.6 92 61 61
4.4 11.65 18.6 248 217 189
4.5 8.28 26 108 84 73
2.1 8.02 3.8 91 44 32
4.3 8.3 6.8 167 105 59
5 7.78 20.9 489 391 329
4.5 9.31 30.2 170 124 173
5.4 11.18 60.5 640 399 360
3.9 10.73 19.3 445 374 345
3 11.2 7 130 95 56
6.3 9.74 11.4 221 170 172
4.1 10.47 5.7 196 168 153
2.5 8.54 27 98 57 75
4.3 10.39 14 353 223 200
2.9 7.91 11.9 477 349 188
4.6 7.84 7.1 60 50 45
1.4 7.14 4.1 115 90 19
4.1 9.05 20.5 195 127 112
4.3 8.67 24.4 182 130 118
5.7 11.8 9.1 571 441 469
4.3 9.42 24.8 508 421 528
5.3 8.15 12.3 99 55 71
3.9 11.15 7.7 281 217 199
4.4 7.7 12.2 129 85 136
6.3 8.84 29.6 85 59 66
7.6 11.41 16.6 535 330 273
3.4 8.45 12.9 235 143 124
4.2 9.06 6.9 134 103 125
2.9 8.86 9.5 100 65 53
2.9 8.9 12.7 52 37 35
4.4 9.66 9.9 83 66 95
4.4 10.02 8.3 265 191 202
3.9 8.28 12 546 413 436
4.6 9.68 16.7 186 151 129
5.8 9.5 42 98 68 46
2.9 10.79 2.6 461 320 196
1.3 8.92 2.2 56 40 14
2.7 8.34 8.1 107 82 54
7.7 12.78 46 322 252 349
4.8 10.24 36.3 195 163 170
3.7 8.48 12.1 166 145 118
5.5 8.37 15.1 115 96 88
2.6 9.76 6.9 64 47 55
5.2 9.84 17.7 210 200 239
6.2 10.15 16.4 568 452 371
4.1 7.13 9 279 207 241
4.3 7.65 16.4 318 265 314
6.4 11.62 25.5 133 113 101
5.5 11.08 18.6 387 326 405
4.9 9.89 17.7 167 113 106
4.2 8.88 10.1 305 238 197
5.6 10.12 14.9 362 313 264
4.2 9 14.6 72 61 38
1.6 8.82 3.8 80 51 52
3.4 10.42 8 119 67 64
5.1 9.76 21.9 150 147 106
4.8 9.84 12 600 468 497
