"Y" "X1" "X2" "X3" "X4" "X5"
6.2 10.15 16.4 568 452 371
1.3 8.92 2.2 56 40 14
3.9 11.15 7.7 281 217 199
5.2 9.84 17.7 210 200 239
4.1 9.35 15.9 833 547 519
4.5 9.61 6.9 487 404 220
2.7 8.34 8.1 107 82 54
5.7 11.18 18.8 595 546 392
6.3 9.74 11.4 221 170 172
5.3 9.77 15.7 154 123 148
5 10.33 21.2 266 181 149
3.1 8.63 8.4 76 39 44
7.6 11.41 16.6 535 330 273
4.5 9.44 10.9 297 230 263
4.3 9.42 24.8 508 421 528
3.9 8.28 12 546 413 436
4.7 10.72 23.2 113 90 107
3 11.2 7 130 95 56
4.4 9.66 9.9 83 66 95
4.1 7.13 9 279 207 241
4.3 9.23 11.6 620 413 420
1.3 8.16 1.9 73 49 21
3.2 8.19 10.8 176 156 88
3.5 8.03 24.3 97 65 55
3.7 8.58 7.4 304 248 218
6.4 11.62 25.5 133 113 101
4.1 10.47 5.7 196 168 153
4.4 7.7 12.2 129 85 136
3.4 10.42 8 119 67 64
4.4 11.65 18.6 248 217 189
4.3 7.65 16.4 318 265 314
4.5 6.7 13 76 51 79
5 7.78 20.9 489 391 329
3.9 10.73 19.3 445 374 345
3.4 8.45 12.9 235 143 124
4.6 9.68 16.7 186 151 129
6.6 13.95 15.6 356 308 182
2.9 7.91 11.9 477 349 188
5.4 7.93 7.5 68 42 49
4.2 7.53 23.1 95 47 49
5.6 8.95 18.9 147 53 148
4.2 8.88 10.1 305 238 197
4.3 9.89 11.8 190 141 112
3.7 7.14 2.6 70 37 35
2.5 8.54 27 98 57 75
4.2 7.39 14.6 72 38 67
5 9.78 17.6 270 240 198
6.5 19.56 17.2 306 273 172
5.3 8.15 12.3 99 55 71
1.8 7.67 2.5 106 93 35
2.9 10.79 2.6 461 320 196
4.5 11.46 15.6 191 153 132
3.1 9.41 20.6 29 20 22
4.3 8.3 6.8 167 105 59
4 9.2 17.5 298 244 236
3.5 7.94 6.2 195 139 116
5.8 9.5 42 98 68 46
4.3 10.39 14 353 223 200
5.1 9.76 21.9 150 147 106
7.7 12.78 46 322 252 349
1.7 8.09 7.6 92 61 61
5.5 8.37 15.1 115 96 88
4.3 8.67 24.4 182 130 118
4.8 10.24 36.3 195 163 170
6.3 8.84 29.6 85 59 66
4.1 9.05 20.5 195 127 112
4.8 9.36 18.3 165 127 158
5.5 11.08 18.6 387 326 405
