"Y" "X1" "X2" "X3" "X4" "X5"
4.4 9.66 9.9 83 66 95
4.6 9.68 16.7 186 151 129
2.9 10.8 1.6 130 69 62
2.9 8.9 12.7 52 37 35
4.5 10.05 36.7 184 144 151
4.9 9.89 17.7 167 113 106
4.3 7.65 16.4 318 265 314
5.5 8.37 15.1 115 96 88
5.5 10.9 10.6 593 446 211
3.1 9.41 20.6 29 20 22
4.6 7.84 7.1 60 50 45
5.3 11.77 17.3 196 164 165
3.9 11.15 7.7 281 217 199
4.2 7.53 23.1 95 47 49
2 8.93 6.2 95 59 56
2.9 10.79 2.6 461 320 196
4.8 10.24 36.3 195 163 170
5.2 9.84 17.7 210 200 239
4 9.2 17.5 298 244 236
5.9 17.94 26.4 835 791 407
4.1 7.13 9 279 207 241
3.9 10.73 19.3 445 374 345
2.8 9.97 16.5 90 69 42
3.5 7.94 6.2 195 139 116
5.4 7.93 7.5 68 42 49
4.3 9.89 11.8 190 141 112
4.5 9.31 30.2 170 124 173
5.4 11.18 60.5 640 399 360
2 7.08 12.3 87 52 57
3.8 8.66 6.8 246 178 177
2.6 9.76 6.9 64 47 55
4.1 9.05 20.5 195 127 112
1.7 8.09 7.6 92 61 61
4.5 9.44 10.9 297 230 263
6.1 13.59 24.2 312 258 169
3.5 8.03 24.3 97 65 55
4.2 7.39 14.6 72 38 67
4.9 11.07 28.5 768 591 656
4.8 12.01 10.8 298 237 115
2.3 7.95 4.6 163 128 93
3.4 8.45 12.9 235 143 124
4.4 10.02 8.3 265 191 202
5.1 10.3 27.8 175 113 73
3.7 8.58 7.4 304 248 218
4.3 8.67 24.4 182 130 118
4.7 8.77 5.2 143 85 87
3.4 10.42 8 119 67 64
4.5 6.7 13 76 51 79
3.2 8.19 10.8 176 156 88
4.4 7.7 12.2 129 85 136
4.1 10.47 5.7 196 168 153
4.8 9.36 18.3 165 127 158
6.4 11.62 25.5 133 113 101
5.7 11.8 9.1 571 441 469
3.1 8.63 8.4 76 39 44
5.8 11.41 23.8 424 359 335
7.7 12.78 46 322 252 349
5.3 9.77 15.7 154 123 148
4.3 9.23 11.6 620 413 420
5 10.33 21.2 266 181 149
5.6 11.48 20.3 252 207 251
4.5 9.61 6.9 487 404 220
4.9 10.23 9.9 752 595 446
5.6 8.95 18.9 147 53 148
5 7.78 20.9 489 391 329
4.5 11.46 15.6 191 153 132
4.6 10.16 8.4 831 581 629
6.5 19.56 17.2 306 273 172
4.2 9 14.6 72 61 38
1.6 8.82 3.8 80 51 52
4.1 9.35 15.9 833 547 519
6.6 13.95 15.6 356 308 182
5.2 9.53 15 298 241 193
3.9 8.28 12 546 413 436
3.7 7.58 20.8 97 59 79
