"Y" "X1" "X2" "X3" "X4" "X5"
4.3 9.42 24.8 508 421 528
3.9 8.28 12 546 413 436
4.8 9.36 18.3 165 127 158
3.4 10.42 8 119 67 64
4.8 12.01 10.8 298 237 115
4.5 8.28 26 108 84 73
3.9 10.73 19.3 445 374 345
5.3 9.77 15.7 154 123 148
3.2 8.19 10.8 176 156 88
4.4 7.7 12.2 129 85 136
4.4 10.02 8.3 265 191 202
6.6 13.95 15.6 356 308 182
6.3 9.74 11.4 221 170 172
5.1 10.3 27.8 175 113 73
2.5 8.54 27 98 57 75
1.7 8.09 7.6 92 61 61
4.5 9.61 6.9 487 404 220
5.6 11.48 20.3 252 207 251
4.3 10.39 14 353 223 200
5.9 17.94 26.4 835 791 407
3.9 11.15 7.7 281 217 199
5 10.33 21.2 266 181 149
4.5 9.31 30.2 170 124 173
4.9 10.23 9.9 752 595 446
4.3 9.23 11.6 620 413 420
2.9 8.86 9.5 100 65 53
4.2 7.53 23.1 95 47 49
3.5 7.94 6.2 195 139 116
2.6 9.76 6.9 64 47 55
4.5 11.46 15.6 191 153 132
4.1 9.05 20.5 195 127 112
5.5 8.37 15.1 115 96 88
3.7 7.58 20.8 97 59 79
5.8 9.5 42 98 68 46
6.4 11.62 25.5 133 113 101
5.4 7.93 7.5 68 42 49
4.7 8.77 5.2 143 85 87
1.6 8.82 3.8 80 51 52
4.2 9.06 6.9 134 103 125
6.1 13.59 24.2 312 258 169
5.8 11.41 23.8 424 359 335
3 11.2 7 130 95 56
3.8 8.66 6.8 246 178 177
4.4 11.65 18.6 248 217 189
5.2 9.53 15 298 241 193
4.8 9.84 12 600 468 497
4.3 7.65 16.4 318 265 314
4.6 9.68 16.7 186 151 129
5.3 11.77 17.3 196 164 165
2.3 7.95 4.6 163 128 93
3.7 8.48 12.1 166 145 118
5 9.78 17.6 270 240 198
4.1 10.47 5.7 196 168 153
4.2 8.88 10.1 305 238 197
5.6 10.12 14.9 362 313 264
3.5 8.03 24.3 97 65 55
4.5 9.44 10.9 297 230 263
2.8 9.97 16.5 90 69 42
5.7 11.8 9.1 571 441 469
5.7 11.2 34.5 180 134 151
2.9 8.9 12.7 52 37 35
6.2 10.15 16.4 568 452 371
2.9 10.8 1.6 130 69 62
4.4 9.66 9.9 83 66 95
6.5 19.56 17.2 306 273 172
7.6 11.41 16.6 535 330 273
