"Y" "X1" "X2" "X3" "X4" "X5"
7.6 11.41 16.6 535 330 273
5.3 9.77 15.7 154 123 148
5.7 11.18 18.8 595 546 392
1.3 8.16 1.9 73 49 21
4.6 10.16 8.4 831 581 629
4.4 10.02 8.3 265 191 202
4.5 10.05 36.7 184 144 151
1.3 8.92 2.2 56 40 14
3.5 8.03 24.3 97 65 55
5 7.78 20.9 489 391 329
7.8 12.07 52.4 157 115 76
5.5 11.08 18.6 387 326 405
3.9 8.28 12 546 413 436
5.1 10.3 27.8 175 113 73
2.8 9.97 16.5 90 69 42
3.7 8.48 12.1 166 145 118
6.3 8.84 29.6 85 59 66
2.9 10.79 2.6 461 320 196
3.4 8.45 12.9 235 143 124
2.9 8.86 9.5 100 65 53
3.8 8.66 6.8 246 178 177
6.2 10.15 16.4 568 452 371
7.7 12.78 46 322 252 349
4.5 11.46 15.6 191 153 132
4.2 7.39 14.6 72 38 67
3.7 8.58 7.4 304 248 218
4.3 9.23 11.6 620 413 420
4.3 10.39 14 353 223 200
4.3 9.89 11.8 190 141 112
4.4 11.65 18.6 248 217 189
6.4 11.62 25.5 133 113 101
4.8 9.36 18.3 165 127 158
2.1 8.02 3.8 91 44 32
1.6 8.82 3.8 80 51 52
3.1 8.63 8.4 76 39 44
6.6 13.95 15.6 356 308 182
1.7 8.09 7.6 92 61 61
6.1 13.59 24.2 312 258 169
3.4 10.42 8 119 67 64
4.7 8.77 5.2 143 85 87
4.3 8.67 24.4 182 130 118
5.6 8.95 18.9 147 53 148
3.7 7.14 2.6 70 37 35
5 9.78 17.6 270 240 198
4.5 6.7 13 76 51 79
4.2 9.06 6.9 134 103 125
4.7 10.72 23.2 113 90 107
2.7 8.34 8.1 107 82 54
5.6 11.48 20.3 252 207 251
4.9 10.23 9.9 752 595 446
4.5 9.31 30.2 170 124 173
4.1 9.35 15.9 833 547 519
3.5 7.94 6.2 195 139 116
4.8 12.01 10.8 298 237 115
4.6 7.84 7.1 60 50 45
5.8 11.41 23.8 424 359 335
5.4 7.93 7.5 68 42 49
4.3 7.65 16.4 318 265 314
3.9 10.73 19.3 445 374 345
4.3 9.42 24.8 508 421 528
4 9.2 17.5 298 244 236
1.4 7.14 4.1 115 90 19
2.7 7.14 13.1 92 40 50
4.6 9.68 16.7 186 151 129
3.9 11.15 7.7 281 217 199
4.1 9.05 20.5 195 127 112
5.5 7.63 11.6 197 109 110
5.2 9.84 17.7 210 200 239
4.4 7.7 12.2 129 85 136
