"Y" "X1" "X2" "X3" "X4" "X5"
4.5 10.05 36.7 184 144 151
3.9 10.73 19.3 445 374 345
4.1 9.05 20.5 195 127 112
4 9.2 17.5 298 244 236
3.5 8.03 24.3 97 65 55
5.3 11.77 17.3 196 164 165
4.8 10.24 36.3 195 163 170
4.4 11.65 18.6 248 217 189
1.7 8.09 7.6 92 61 61
3.9 8.28 12 546 413 436
3.4 8.45 12.9 235 143 124
5.5 11.08 18.6 387 326 405
6.4 11.62 25.5 133 113 101
3.7 8.58 7.4 304 248 218
4.5 8.28 26 108 84 73
6.1 13.59 24.2 312 258 169
4.2 8.88 10.1 305 238 197
4.6 10.16 8.4 831 581 629
4.4 8.88 14.1 237 165 182
3.7 8.48 12.1 166 145 118
5 10.33 21.2 266 181 149
5.4 11.18 60.5 640 399 360
5.6 8.95 18.9 147 53 148
3.7 7.14 2.6 70 37 35
5.4 7.93 7.5 68 42 49
6.3 9.74 11.4 221 170 172
5.6 11.48 20.3 252 207 251
4.4 9.66 9.9 83 66 95
4.8 9.84 12 600 468 497
2.3 7.95 4.6 163 128 93
5.8 9.5 42 98 68 46
3.2 8.19 10.8 176 156 88
3.1 9.41 20.6 29 20 22
5.5 8.37 15.1 115 96 88
5.2 9.84 17.7 210 200 239
5.8 11.41 23.8 424 359 335
4.3 9.89 11.8 190 141 112
5.9 17.94 26.4 835 791 407
4.5 11.46 15.6 191 153 132
1.8 7.67 2.5 106 93 35
2.7 7.14 13.1 92 40 50
5.7 11.2 34.5 180 134 151
6.3 8.84 29.6 85 59 66
4.2 9.06 6.9 134 103 125
4.2 7.53 23.1 95 47 49
4.1 9.35 15.9 833 547 519
2.9 7.91 11.9 477 349 188
5.7 11.8 9.1 571 441 469
7.7 12.78 46 322 252 349
3 11.2 7 130 95 56
4.1 10.47 5.7 196 168 153
4.5 9.44 10.9 297 230 263
4.7 10.72 23.2 113 90 107
4.6 9.68 16.7 186 151 129
5.3 9.77 15.7 154 123 148
5.3 8.15 12.3 99 55 71
7.8 12.07 52.4 157 115 76
2.8 9.97 16.5 90 69 42
5.1 10.3 27.8 175 113 73
4.9 9.89 17.7 167 113 106
5.1 9.76 21.9 150 147 106
4.9 11.07 28.5 768 591 656
4.5 9.31 30.2 170 124 173
4.5 9.61 6.9 487 404 220
4.4 10.02 8.3 265 191 202
4.1 7.13 9 279 207 241
4.2 7.39 14.6 72 38 67
5 7.78 20.9 489 391 329
5.5 7.63 11.6 197 109 110
6.6 13.95 15.6 356 308 182
7.6 11.41 16.6 535 330 273
4.7 8.77 5.2 143 85 87
