"Y" "X1" "X2" "X3" "X4" "X5"
6.2 10.15 16.4 568 452 371
4.3 9.89 11.8 190 141 112
3.4 8.45 12.9 235 143 124
5.2 9.84 17.7 210 200 239
4.9 9.89 17.7 167 113 106
4.8 9.36 18.3 165 127 158
4.6 9.68 16.7 186 151 129
1.3 8.92 2.2 56 40 14
6.1 13.59 24.2 312 258 169
1.8 7.67 2.5 106 93 35
4.4 7.7 12.2 129 85 136
4.1 9.05 20.5 195 127 112
7.8 12.07 52.4 157 115 76
4.5 9.61 6.9 487 404 220
5.1 9.76 21.9 150 147 106
4.3 8.3 6.8 167 105 59
4.4 9.66 9.9 83 66 95
4.1 9.35 15.9 833 547 519
4.1 7.13 9 279 207 241
6.3 9.74 11.4 221 170 172
4.3 9.23 11.6 620 413 420
4.6 7.84 7.1 60 50 45
2.1 8.02 3.8 91 44 32
5.7 11.2 34.5 180 134 151
5 7.78 20.9 489 391 329
5.2 9.53 15 298 241 193
4.8 9.84 12 600 468 497
3.5 7.94 6.2 195 139 116
4.7 8.77 5.2 143 85 87
3.7 8.48 12.1 166 145 118
2.3 7.95 4.6 163 128 93
4 9.2 17.5 298 244 236
2 8.93 6.2 95 59 56
5.7 11.18 18.8 595 546 392
5.6 10.12 14.9 362 313 264
2.9 8.86 9.5 100 65 53
5.3 8.15 12.3 99 55 71
4.5 9.44 10.9 297 230 263
3.9 11.15 7.7 281 217 199
5 9.78 17.6 270 240 198
4.9 11.07 28.5 768 591 656
5.5 10.9 10.6 593 446 211
4.2 9.06 6.9 134 103 125
3.9 8.28 12 546 413 436
3.1 8.63 8.4 76 39 44
4.4 10.02 8.3 265 191 202
6.3 8.84 29.6 85 59 66
3.7 7.58 20.8 97 59 79
5.1 10.3 27.8 175 113 73
4.5 9.31 30.2 170 124 173
5.5 7.63 11.6 197 109 110
4.5 6.7 13 76 51 79
2.7 7.14 13.1 92 40 50
2.9 10.8 1.6 130 69 62
4.2 9 14.6 72 61 38
4.5 8.28 26 108 84 73
4.8 12.01 10.8 298 237 115
6.5 19.56 17.2 306 273 172
5.6 8.95 18.9 147 53 148
4.3 10.39 14 353 223 200
3.7 7.14 2.6 70 37 35
2.9 8.9 12.7 52 37 35
6.4 11.62 25.5 133 113 101
4.2 7.53 23.1 95 47 49
4.5 10.05 36.7 184 144 151
1.3 8.16 1.9 73 49 21
4.9 10.23 9.9 752 595 446
5.8 11.41 23.8 424 359 335
2.9 10.79 2.6 461 320 196
4.4 11.65 18.6 248 217 189
4.6 10.16 8.4 831 581 629
7.6 11.41 16.6 535 330 273
