"Y" "X1" "X2" "X3" "X4" "X5"
5.8 11.41 23.8 424 359 335
1.4 7.14 4.1 115 90 19
6.6 13.95 15.6 356 308 182
2.1 8.02 3.8 91 44 32
5 7.78 20.9 489 391 329
5.6 10.12 14.9 362 313 264
4.2 7.39 14.6 72 38 67
4.9 11.07 28.5 768 591 656
4.5 9.31 30.2 170 124 173
4.3 7.65 16.4 318 265 314
5.5 8.37 15.1 115 96 88
3.7 7.14 2.6 70 37 35
4.3 9.23 11.6 620 413 420
5.3 9.77 15.7 154 123 148
4.5 6.7 13 76 51 79
5.2 9.53 15 298 241 193
3 11.2 7 130 95 56
5.1 10.3 27.8 175 113 73
5.6 8.95 18.9 147 53 148
2.3 7.95 4.6 163 128 93
4.9 10.23 9.9 752 595 446
4.4 7.7 12.2 129 85 136
4.3 9.42 24.8 508 421 528
5 9.78 17.6 270 240 198
4.6 10.16 8.4 831 581 629
5.2 9.84 17.7 210 200 239
4.4 8.88 14.1 237 165 182
3.2 8.19 10.8 176 156 88
6.1 13.59 24.2 312 258 169
1.8 7.67 2.5 106 93 35
4 9.2 17.5 298 244 236
2.7 8.34 8.1 107 82 54
4.6 9.68 16.7 186 151 129
1.6 8.82 3.8 80 51 52
4.4 10.02 8.3 265 191 202
5.6 11.48 20.3 252 207 251
3.9 8.28 12 546 413 436
2.5 8.54 27 98 57 75
5.5 11.08 18.6 387 326 405
2.6 9.76 6.9 64 47 55
5.3 11.77 17.3 196 164 165
3.1 8.63 8.4 76 39 44
2.9 10.79 2.6 461 320 196
3.4 10.42 8 119 67 64
5.5 10.9 10.6 593 446 211
5.7 11.2 34.5 180 134 151
5.4 7.93 7.5 68 42 49
4.6 7.84 7.1 60 50 45
4.5 9.44 10.9 297 230 263
4.2 7.53 23.1 95 47 49
5.7 11.8 9.1 571 441 469
4.1 7.13 9 279 207 241
4.7 10.72 23.2 113 90 107
5.3 8.15 12.3 99 55 71
2.8 9.97 16.5 90 69 42
4.3 9.89 11.8 190 141 112
4.1 10.47 5.7 196 168 153
7.7 12.78 46 322 252 349
1.3 8.92 2.2 56 40 14
7.8 12.07 52.4 157 115 76
3.7 8.48 12.1 166 145 118
5.7 11.18 18.8 595 546 392
6.2 10.15 16.4 568 452 371
3.4 8.45 12.9 235 143 124
3.5 8.03 24.3 97 65 55
6.3 8.84 29.6 85 59 66
5.1 9.76 21.9 150 147 106
4.3 8.67 24.4 182 130 118
5.5 7.63 11.6 197 109 110
2.7 7.14 13.1 92 40 50
3.8 8.66 6.8 246 178 177
