"Y" "X1" "X2" "X3" "X4" "X5"
3.2 8.19 10.8 176 156 88
4 9.2 17.5 298 244 236
2.8 9.97 16.5 90 69 42
1.8 7.67 2.5 106 93 35
4.4 11.65 18.6 248 217 189
4.2 7.53 23.1 95 47 49
5.2 9.53 15 298 241 193
2.9 10.8 1.6 130 69 62
5.5 10.9 10.6 593 446 211
4.2 9.06 6.9 134 103 125
5.5 7.63 11.6 197 109 110
2.9 8.86 9.5 100 65 53
4.8 9.84 12 600 468 497
6.6 13.95 15.6 356 308 182
3.9 11.15 7.7 281 217 199
4.5 10.05 36.7 184 144 151
3.9 8.28 12 546 413 436
4.3 7.65 16.4 318 265 314
7.7 12.78 46 322 252 349
4.9 10.23 9.9 752 595 446
2 8.93 6.2 95 59 56
4.9 9.89 17.7 167 113 106
4.4 10.02 8.3 265 191 202
3.4 8.45 12.9 235 143 124
5.7 11.2 34.5 180 134 151
5.7 11.8 9.1 571 441 469
2.3 7.95 4.6 163 128 93
5.2 9.84 17.7 210 200 239
6.3 9.74 11.4 221 170 172
4.5 9.61 6.9 487 404 220
4.1 9.05 20.5 195 127 112
5.3 8.15 12.3 99 55 71
5 11.03 19.7 318 270 335
4.1 7.13 9 279 207 241
2.9 10.79 2.6 461 320 196
3.9 10.73 19.3 445 374 345
1.6 8.82 3.8 80 51 52
3.5 7.94 6.2 195 139 116
4.4 7.7 12.2 129 85 136
2.9 7.91 11.9 477 349 188
3.1 8.63 8.4 76 39 44
5.8 9.5 42 98 68 46
1.3 8.16 1.9 73 49 21
4.3 8.67 24.4 182 130 118
4.2 7.39 14.6 72 38 67
1.3 8.92 2.2 56 40 14
6.5 19.56 17.2 306 273 172
4.2 8.88 10.1 305 238 197
4.1 9.35 15.9 833 547 519
2.9 8.9 12.7 52 37 35
6.3 8.84 29.6 85 59 66
3 11.2 7 130 95 56
5.4 7.93 7.5 68 42 49
1.4 7.14 4.1 115 90 19
4.2 9 14.6 72 61 38
2.7 7.14 13.1 92 40 50
4.3 10.39 14 353 223 200
5.5 8.37 15.1 115 96 88
5.7 11.18 18.8 595 546 392
3.4 10.42 8 119 67 64
3.5 8.03 24.3 97 65 55
5 10.33 21.2 266 181 149
2.5 8.54 27 98 57 75
6.4 11.62 25.5 133 113 101
5.3 11.77 17.3 196 164 165
5.3 9.77 15.7 154 123 148
3.8 8.66 6.8 246 178 177
4.6 10.16 8.4 831 581 629
5.1 9.76 21.9 150 147 106
