"Y" "X1" "X2" "X3" "X4" "X5"
4.3 9.42 24.8 508 421 528
4.9 11.07 28.5 768 591 656
5.4 11.18 60.5 640 399 360
4.3 9.89 11.8 190 141 112
4.8 10.24 36.3 195 163 170
4.8 9.84 12 600 468 497
3.1 8.63 8.4 76 39 44
1.3 8.16 1.9 73 49 21
4.1 7.13 9 279 207 241
4.4 7.7 12.2 129 85 136
4.5 10.05 36.7 184 144 151
1.4 7.14 4.1 115 90 19
7.8 12.07 52.4 157 115 76
5.2 9.84 17.7 210 200 239
2.9 10.8 1.6 130 69 62
4.6 10.16 8.4 831 581 629
4.1 9.35 15.9 833 547 519
3.9 11.15 7.7 281 217 199
2.9 8.9 12.7 52 37 35
5.3 9.77 15.7 154 123 148
3.7 8.48 12.1 166 145 118
6.3 9.74 11.4 221 170 172
5.8 9.5 42 98 68 46
5.7 11.18 18.8 595 546 392
5.2 9.53 15 298 241 193
6.1 13.59 24.2 312 258 169
5.5 10.9 10.6 593 446 211
5.6 10.12 14.9 362 313 264
1.7 8.09 7.6 92 61 61
1.8 7.67 2.5 106 93 35
4.4 11.65 18.6 248 217 189
4.3 9.23 11.6 620 413 420
4.5 9.61 6.9 487 404 220
5.7 11.8 9.1 571 441 469
4.9 9.89 17.7 167 113 106
3.8 8.66 6.8 246 178 177
5.6 11.48 20.3 252 207 251
4.8 12.01 10.8 298 237 115
7.7 12.78 46 322 252 349
4.3 7.65 16.4 318 265 314
2.6 9.76 6.9 64 47 55
6.5 19.56 17.2 306 273 172
1.6 8.82 3.8 80 51 52
4.6 9.68 16.7 186 151 129
3.2 8.19 10.8 176 156 88
2.3 7.95 4.6 163 128 93
5.9 17.94 26.4 835 791 407
2 7.08 12.3 87 52 57
4.5 8.28 26 108 84 73
5 10.33 21.2 266 181 149
5.6 8.95 18.9 147 53 148
5 7.78 20.9 489 391 329
4.2 8.88 10.1 305 238 197
5 9.78 17.6 270 240 198
6.4 11.62 25.5 133 113 101
5.4 7.93 7.5 68 42 49
4 9.2 17.5 298 244 236
4.7 10.72 23.2 113 90 107
7.6 11.41 16.6 535 330 273
5 11.03 19.7 318 270 335
3.7 7.58 20.8 97 59 79
2.9 8.86 9.5 100 65 53
4.3 10.39 14 353 223 200
4.5 11.46 15.6 191 153 132
2.9 10.79 2.6 461 320 196
5.1 9.76 21.9 150 147 106
4.5 6.7 13 76 51 79
4.4 10.02 8.3 265 191 202
