"Y" "X1" "X2" "X3" "X4" "X5"
5.2 9.53 15 298 241 193
4.3 10.39 14 353 223 200
5.8 11.41 23.8 424 359 335
6.1 13.59 24.2 312 258 169
4.2 8.88 10.1 305 238 197
4.3 8.3 6.8 167 105 59
1.6 8.82 3.8 80 51 52
5.5 10.9 10.6 593 446 211
1.3 8.92 2.2 56 40 14
5.7 11.8 9.1 571 441 469
4 9.2 17.5 298 244 236
4.3 9.23 11.6 620 413 420
4.4 10.02 8.3 265 191 202
4.1 10.47 5.7 196 168 153
6.3 8.84 29.6 85 59 66
2 8.93 6.2 95 59 56
4.7 10.72 23.2 113 90 107
5.6 10.12 14.9 362 313 264
3.7 7.58 20.8 97 59 79
6.3 9.74 11.4 221 170 172
4.4 8.88 14.1 237 165 182
4.5 9.61 6.9 487 404 220
7.8 12.07 52.4 157 115 76
2.5 8.54 27 98 57 75
2 7.08 12.3 87 52 57
3.8 8.66 6.8 246 178 177
2.1 8.02 3.8 91 44 32
5.6 8.95 18.9 147 53 148
5.3 11.77 17.3 196 164 165
4.3 7.65 16.4 318 265 314
5 9.78 17.6 270 240 198
3.7 8.58 7.4 304 248 218
2.6 9.76 6.9 64 47 55
4.1 7.13 9 279 207 241
3.1 8.63 8.4 76 39 44
6.4 11.62 25.5 133 113 101
4.8 10.24 36.3 195 163 170
5.9 17.94 26.4 835 791 407
4.7 8.77 5.2 143 85 87
2.7 8.34 8.1 107 82 54
1.4 7.14 4.1 115 90 19
2.9 10.79 2.6 461 320 196
4.2 9.06 6.9 134 103 125
5 11.03 19.7 318 270 335
5.2 9.84 17.7 210 200 239
5.6 11.48 20.3 252 207 251
2.9 8.9 12.7 52 37 35
3.5 7.94 6.2 195 139 116
4.5 9.44 10.9 297 230 263
2.9 7.91 11.9 477 349 188
1.8 7.67 2.5 106 93 35
4.2 9 14.6 72 61 38
4.4 9.66 9.9 83 66 95
5.5 11.08 18.6 387 326 405
3.5 8.03 24.3 97 65 55
5.4 11.18 60.5 640 399 360
4.1 9.05 20.5 195 127 112
5 7.78 20.9 489 391 329
2.9 8.86 9.5 100 65 53
5.4 7.93 7.5 68 42 49
4.6 10.16 8.4 831 581 629
5 10.33 21.2 266 181 149
4.6 9.68 16.7 186 151 129
4.3 8.67 24.4 182 130 118
3.9 11.15 7.7 281 217 199
4.5 10.05 36.7 184 144 151
3.4 10.42 8 119 67 64
6.6 13.95 15.6 356 308 182
