"Y" "X1" "X2" "X3" "X4" "X5"
3.1 9.41 20.6 29 20 22
4.4 9.66 9.9 83 66 95
4.8 9.84 12 600 468 497
4.2 7.53 23.1 95 47 49
3.5 7.94 6.2 195 139 116
4.1 9.35 15.9 833 547 519
5.2 9.53 15 298 241 193
5 7.78 20.9 489 391 329
4.6 10.16 8.4 831 581 629
5.2 9.84 17.7 210 200 239
4.8 9.36 18.3 165 127 158
5.3 8.15 12.3 99 55 71
5.1 9.76 21.9 150 147 106
4.6 9.68 16.7 186 151 129
5.3 9.77 15.7 154 123 148
1.7 8.09 7.6 92 61 61
2.5 8.54 27 98 57 75
4.5 6.7 13 76 51 79
3.1 8.63 8.4 76 39 44
3.7 7.58 20.8 97 59 79
2.6 9.76 6.9 64 47 55
3.4 8.45 12.9 235 143 124
5 11.03 19.7 318 270 335
1.3 8.92 2.2 56 40 14
2.9 10.79 2.6 461 320 196
2.3 7.95 4.6 163 128 93
6.3 9.74 11.4 221 170 172
3.9 10.73 19.3 445 374 345
7.6 11.41 16.6 535 330 273
2.9 10.8 1.6 130 69 62
4.2 9.06 6.9 134 103 125
6.6 13.95 15.6 356 308 182
4.5 8.28 26 108 84 73
4.4 8.88 14.1 237 165 182
5 10.33 21.2 266 181 149
5.3 11.77 17.3 196 164 165
2 8.93 6.2 95 59 56
5.1 10.3 27.8 175 113 73
4.3 9.23 11.6 620 413 420
5.4 11.18 60.5 640 399 360
7.8 12.07 52.4 157 115 76
5.6 10.12 14.9 362 313 264
5.9 17.94 26.4 835 791 407
5.7 11.8 9.1 571 441 469
3.8 8.66 6.8 246 178 177
5.5 10.9 10.6 593 446 211
5.6 8.95 18.9 147 53 148
4.1 10.47 5.7 196 168 153
5.5 8.37 15.1 115 96 88
2.9 8.9 12.7 52 37 35
4.4 11.65 18.6 248 217 189
4.3 8.3 6.8 167 105 59
3.4 10.42 8 119 67 64
1.8 7.67 2.5 106 93 35
5.7 11.2 34.5 180 134 151
4.9 10.23 9.9 752 595 446
2.1 8.02 3.8 91 44 32
4.9 11.07 28.5 768 591 656
3.2 8.19 10.8 176 156 88
1.3 8.16 1.9 73 49 21
3.9 11.15 7.7 281 217 199
4.2 7.39 14.6 72 38 67
5 9.78 17.6 270 240 198
5.8 9.5 42 98 68 46
5.4 7.93 7.5 68 42 49
6.4 11.62 25.5 133 113 101
4.8 10.24 36.3 195 163 170
