"Y" "X1" "X2" "X3" "X4" "X5"
2.8 9.97 16.5 90 69 42
3.7 8.58 7.4 304 248 218
6.2 10.15 16.4 568 452 371
3.2 8.19 10.8 176 156 88
5.8 9.5 42 98 68 46
4.5 6.7 13 76 51 79
4.1 7.13 9 279 207 241
4.2 8.88 10.1 305 238 197
5.5 11.08 18.6 387 326 405
5 7.78 20.9 489 391 329
4.3 9.42 24.8 508 421 528
4.1 9.35 15.9 833 547 519
4.3 7.65 16.4 318 265 314
4.5 8.28 26 108 84 73
4.4 9.66 9.9 83 66 95
2 8.93 6.2 95 59 56
4.4 10.02 8.3 265 191 202
4.7 10.72 23.2 113 90 107
6.6 13.95 15.6 356 308 182
5.3 9.77 15.7 154 123 148
3.7 7.14 2.6 70 37 35
4.8 10.24 36.3 195 163 170
1.8 7.67 2.5 106 93 35
5 11.03 19.7 318 270 335
5.7 11.2 34.5 180 134 151
7.6 11.41 16.6 535 330 273
4.5 9.31 30.2 170 124 173
4.2 9 14.6 72 61 38
2.7 7.14 13.1 92 40 50
4.1 9.05 20.5 195 127 112
4.7 8.77 5.2 143 85 87
2.9 10.79 2.6 461 320 196
1.3 8.16 1.9 73 49 21
4.4 7.7 12.2 129 85 136
4.2 7.39 14.6 72 38 67
5.6 8.95 18.9 147 53 148
5.4 7.93 7.5 68 42 49
3.4 10.42 8 119 67 64
5.5 8.37 15.1 115 96 88
3.9 10.73 19.3 445 374 345
7.7 12.78 46 322 252 349
5.8 11.41 23.8 424 359 335
6.4 11.62 25.5 133 113 101
2.1 8.02 3.8 91 44 32
4.3 9.23 11.6 620 413 420
6.3 9.74 11.4 221 170 172
2.5 8.54 27 98 57 75
4.9 9.89 17.7 167 113 106
5.3 8.15 12.3 99 55 71
5 9.78 17.6 270 240 198
5.1 9.76 21.9 150 147 106
2.3 7.95 4.6 163 128 93
3 11.2 7 130 95 56
5 10.33 21.2 266 181 149
4.9 11.07 28.5 768 591 656
3.5 7.94 6.2 195 139 116
4.3 9.89 11.8 190 141 112
5.2 9.53 15 298 241 193
6.1 13.59 24.2 312 258 169
2.7 8.34 8.1 107 82 54
4.8 12.01 10.8 298 237 115
5.6 11.48 20.3 252 207 251
3.9 8.28 12 546 413 436
2 7.08 12.3 87 52 57
4.8 9.36 18.3 165 127 158
5.5 7.63 11.6 197 109 110
4.2 9.06 6.9 134 103 125
4.5 9.44 10.9 297 230 263
5.2 9.84 17.7 210 200 239
5.9 17.94 26.4 835 791 407
