"Y" "X1" "X2" "X3" "X4" "X5"
3.9 8.28 12 546 413 436
4.7 10.72 23.2 113 90 107
4 9.2 17.5 298 244 236
5.5 7.63 11.6 197 109 110
4.2 9.06 6.9 134 103 125
4.4 10.02 8.3 265 191 202
3.9 11.15 7.7 281 217 199
3.7 7.58 20.8 97 59 79
4.4 7.7 12.2 129 85 136
4.8 9.84 12 600 468 497
3.7 8.58 7.4 304 248 218
6.4 11.62 25.5 133 113 101
3.1 9.41 20.6 29 20 22
5.4 7.93 7.5 68 42 49
3.5 7.94 6.2 195 139 116
4.9 11.07 28.5 768 591 656
5.6 8.95 18.9 147 53 148
6.3 9.74 11.4 221 170 172
4.4 11.65 18.6 248 217 189
5 7.78 20.9 489 391 329
2.9 8.9 12.7 52 37 35
5.1 10.3 27.8 175 113 73
5.2 9.53 15 298 241 193
7.8 12.07 52.4 157 115 76
2.9 8.86 9.5 100 65 53
6.6 13.95 15.6 356 308 182
1.6 8.82 3.8 80 51 52
1.3 8.92 2.2 56 40 14
4.3 8.3 6.8 167 105 59
3 11.2 7 130 95 56
5.3 11.77 17.3 196 164 165
5.7 11.8 9.1 571 441 469
5.5 8.37 15.1 115 96 88
5.3 9.77 15.7 154 123 148
5 9.78 17.6 270 240 198
4.2 8.88 10.1 305 238 197
5.8 9.5 42 98 68 46
4.8 9.36 18.3 165 127 158
6.2 10.15 16.4 568 452 371
4.6 7.84 7.1 60 50 45
4.5 6.7 13 76 51 79
4.4 9.66 9.9 83 66 95
7.7 12.78 46 322 252 349
4.9 10.23 9.9 752 595 446
3.1 8.63 8.4 76 39 44
2.5 8.54 27 98 57 75
4.8 12.01 10.8 298 237 115
5.7 11.2 34.5 180 134 151
1.3 8.16 1.9 73 49 21
4.1 10.47 5.7 196 168 153
4.3 9.23 11.6 620 413 420
4.5 9.31 30.2 170 124 173
4.3 10.39 14 353 223 200
2 7.08 12.3 87 52 57
4.9 9.89 17.7 167 113 106
2.9 10.8 1.6 130 69 62
2.9 10.79 2.6 461 320 196
5.3 8.15 12.3 99 55 71
4.1 9.35 15.9 833 547 519
5.6 10.12 14.9 362 313 264
1.7 8.09 7.6 92 61 61
4.8 10.24 36.3 195 163 170
4.1 7.13 9 279 207 241
5.4 11.18 60.5 640 399 360
2.7 7.14 13.1 92 40 50
5 11.03 19.7 318 270 335
5.5 10.9 10.6 593 446 211
3.7 7.14 2.6 70 37 35
4.3 9.89 11.8 190 141 112
2.3 7.95 4.6 163 128 93
5.7 11.18 18.8 595 546 392
6.3 8.84 29.6 85 59 66
5.8 11.41 23.8 424 359 335
4.4 8.88 14.1 237 165 182
6.5 19.56 17.2 306 273 172
