"Y" "X1" "X2" "X3" "X4" "X5"
5.2 9.84 17.7 210 200 239
3.1 8.63 8.4 76 39 44
6.3 8.84 29.6 85 59 66
4.9 9.89 17.7 167 113 106
4.4 10.02 8.3 265 191 202
4.4 7.7 12.2 129 85 136
4.5 6.7 13 76 51 79
4.5 11.46 15.6 191 153 132
5.4 7.93 7.5 68 42 49
5.7 11.18 18.8 595 546 392
4.8 9.36 18.3 165 127 158
4.6 10.16 8.4 831 581 629
5.1 9.76 21.9 150 147 106
4.2 9 14.6 72 61 38
4.5 8.28 26 108 84 73
2.9 7.91 11.9 477 349 188
4.2 7.39 14.6 72 38 67
6.6 13.95 15.6 356 308 182
3.5 8.03 24.3 97 65 55
5.3 9.77 15.7 154 123 148
3.2 8.19 10.8 176 156 88
4.3 9.89 11.8 190 141 112
4.3 8.67 24.4 182 130 118
3.4 8.45 12.9 235 143 124
5.5 11.08 18.6 387 326 405
3.7 7.14 2.6 70 37 35
4.4 9.66 9.9 83 66 95
4.5 9.44 10.9 297 230 263
1.4 7.14 4.1 115 90 19
2.9 10.79 2.6 461 320 196
6.2 10.15 16.4 568 452 371
2.9 8.86 9.5 100 65 53
5.3 8.15 12.3 99 55 71
4.8 9.84 12 600 468 497
6.3 9.74 11.4 221 170 172
4.7 10.72 23.2 113 90 107
2 8.93 6.2 95 59 56
4.3 9.23 11.6 620 413 420
3.8 8.66 6.8 246 178 177
5 10.33 21.2 266 181 149
3.7 8.48 12.1 166 145 118
7.8 12.07 52.4 157 115 76
3.4 10.42 8 119 67 64
5.4 11.18 60.5 640 399 360
1.3 8.92 2.2 56 40 14
1.3 8.16 1.9 73 49 21
3.7 7.58 20.8 97 59 79
5.8 11.41 23.8 424 359 335
2.1 8.02 3.8 91 44 32
1.8 7.67 2.5 106 93 35
2.3 7.95 4.6 163 128 93
4.1 9.35 15.9 833 547 519
5.7 11.8 9.1 571 441 469
5.6 11.48 20.3 252 207 251
5.5 7.63 11.6 197 109 110
4.4 8.88 14.1 237 165 182
4.8 12.01 10.8 298 237 115
2.9 10.8 1.6 130 69 62
4.5 9.31 30.2 170 124 173
5.1 10.3 27.8 175 113 73
3.9 11.15 7.7 281 217 199
4.9 11.07 28.5 768 591 656
4.3 8.3 6.8 167 105 59
4.2 9.06 6.9 134 103 125
2.7 8.34 8.1 107 82 54
4.8 10.24 36.3 195 163 170
2 7.08 12.3 87 52 57
