"Y" "X1" "X2" "X3" "X4" "X5"
4.3 8.67 24.4 182 130 118
4.4 7.7 12.2 129 85 136
4 9.2 17.5 298 244 236
3.1 8.63 8.4 76 39 44
4.5 9.31 30.2 170 124 173
4.9 9.89 17.7 167 113 106
5.2 9.53 15 298 241 193
5.5 7.63 11.6 197 109 110
7.8 12.07 52.4 157 115 76
4.2 7.39 14.6 72 38 67
5.7 11.8 9.1 571 441 469
4.8 9.36 18.3 165 127 158
5.8 11.41 23.8 424 359 335
4.9 10.23 9.9 752 595 446
2.1 8.02 3.8 91 44 32
4.5 8.28 26 108 84 73
4.8 9.84 12 600 468 497
6.6 13.95 15.6 356 308 182
4.1 7.13 9 279 207 241
3.8 8.66 6.8 246 178 177
4.5 9.61 6.9 487 404 220
7.7 12.78 46 322 252 349
4.1 9.05 20.5 195 127 112
3.4 10.42 8 119 67 64
2 7.08 12.3 87 52 57
1.7 8.09 7.6 92 61 61
3.9 10.73 19.3 445 374 345
1.3 8.16 1.9 73 49 21
5.4 11.18 60.5 640 399 360
1.4 7.14 4.1 115 90 19
4.2 7.53 23.1 95 47 49
2.6 9.76 6.9 64 47 55
5.6 11.48 20.3 252 207 251
6.5 19.56 17.2 306 273 172
4.6 10.16 8.4 831 581 629
3.4 8.45 12.9 235 143 124
5.3 8.15 12.3 99 55 71
4.3 9.42 24.8 508 421 528
2.9 8.86 9.5 100 65 53
4.4 8.88 14.1 237 165 182
5 9.78 17.6 270 240 198
4.3 9.23 11.6 620 413 420
6.1 13.59 24.2 312 258 169
4.5 11.46 15.6 191 153 132
4.9 11.07 28.5 768 591 656
3.7 8.58 7.4 304 248 218
5.3 9.77 15.7 154 123 148
2.9 10.79 2.6 461 320 196
5.2 9.84 17.7 210 200 239
4.5 10.05 36.7 184 144 151
4.6 9.68 16.7 186 151 129
1.3 8.92 2.2 56 40 14
4.5 9.44 10.9 297 230 263
4.5 6.7 13 76 51 79
4.3 9.89 11.8 190 141 112
5.7 11.18 18.8 595 546 392
5.6 10.12 14.9 362 313 264
5.1 9.76 21.9 150 147 106
4.4 9.66 9.9 83 66 95
4.2 9 14.6 72 61 38
2.3 7.95 4.6 163 128 93
4.4 11.65 18.6 248 217 189
2.8 9.97 16.5 90 69 42
5 10.33 21.2 266 181 149
4.7 10.72 23.2 113 90 107
4.8 12.01 10.8 298 237 115
3 11.2 7 130 95 56
5.3 11.77 17.3 196 164 165
2 8.93 6.2 95 59 56
