"Y" "X1" "X2" "X3" "X4" "X5"
3.9 11.15 7.7 281 217 199
4.6 9.68 16.7 186 151 129
4.2 8.88 10.1 305 238 197
5.8 11.41 23.8 424 359 335
3.9 8.28 12 546 413 436
4.5 9.61 6.9 487 404 220
4.1 10.47 5.7 196 168 153
4.2 7.53 23.1 95 47 49
4.8 10.24 36.3 195 163 170
2.7 7.14 13.1 92 40 50
5.3 9.77 15.7 154 123 148
1.7 8.09 7.6 92 61 61
3.7 7.14 2.6 70 37 35
5.7 11.18 18.8 595 546 392
7.7 12.78 46 322 252 349
3.8 8.66 6.8 246 178 177
1.3 8.92 2.2 56 40 14
5.6 8.95 18.9 147 53 148
5.2 9.84 17.7 210 200 239
4.9 11.07 28.5 768 591 656
5.7 11.2 34.5 180 134 151
3.9 10.73 19.3 445 374 345
4 9.2 17.5 298 244 236
4.2 7.39 14.6 72 38 67
5.1 9.76 21.9 150 147 106
6.2 10.15 16.4 568 452 371
5.2 9.53 15 298 241 193
4.2 9 14.6 72 61 38
4.5 11.46 15.6 191 153 132
6.5 19.56 17.2 306 273 172
4.5 9.31 30.2 170 124 173
3.5 7.94 6.2 195 139 116
1.4 7.14 4.1 115 90 19
4.5 6.7 13 76 51 79
5.6 10.12 14.9 362 313 264
5 7.78 20.9 489 391 329
4.7 10.72 23.2 113 90 107
3.2 8.19 10.8 176 156 88
5.4 11.18 60.5 640 399 360
7.6 11.41 16.6 535 330 273
3.5 8.03 24.3 97 65 55
3.7 8.58 7.4 304 248 218
2.7 8.34 8.1 107 82 54
4.1 9.35 15.9 833 547 519
1.6 8.82 3.8 80 51 52
5.5 11.08 18.6 387 326 405
4.5 10.05 36.7 184 144 151
2.9 8.86 9.5 100 65 53
4.4 9.66 9.9 83 66 95
4.9 10.23 9.9 752 595 446
7.8 12.07 52.4 157 115 76
5.1 10.3 27.8 175 113 73
5.7 11.8 9.1 571 441 469
4.9 9.89 17.7 167 113 106
5.3 11.77 17.3 196 164 165
6.3 8.84 29.6 85 59 66
4.3 7.65 16.4 318 265 314
5.5 7.63 11.6 197 109 110
5.5 10.9 10.6 593 446 211
6.1 13.59 24.2 312 258 169
4.3 9.42 24.8 508 421 528
4.4 11.65 18.6 248 217 189
2.3 7.95 4.6 163 128 93
4.4 8.88 14.1 237 165 182
5 11.03 19.7 318 270 335
4.8 9.36 18.3 165 127 158
3.7 7.58 20.8 97 59 79
3 11.2 7 130 95 56
4.3 9.23 11.6 620 413 420
4.4 7.7 12.2 129 85 136
