"Y" "X1" "X2" "X3" "X4" "X5"
3.1 8.63 8.4 76 39 44
5.6 11.48 20.3 252 207 251
4.4 7.7 12.2 129 85 136
5.4 11.18 60.5 640 399 360
4.1 9.05 20.5 195 127 112
5.3 8.15 12.3 99 55 71
5 11.03 19.7 318 270 335
1.6 8.82 3.8 80 51 52
5.3 9.77 15.7 154 123 148
5.9 17.94 26.4 835 791 407
3.4 8.45 12.9 235 143 124
3.7 8.48 12.1 166 145 118
1.7 8.09 7.6 92 61 61
3.5 8.03 24.3 97 65 55
5.2 9.53 15 298 241 193
4.6 9.68 16.7 186 151 129
3.7 8.58 7.4 304 248 218
4.5 11.46 15.6 191 153 132
2.8 9.97 16.5 90 69 42
3.4 10.42 8 119 67 64
2 7.08 12.3 87 52 57
5.2 9.84 17.7 210 200 239
2.3 7.95 4.6 163 128 93
3.5 7.94 6.2 195 139 116
4.2 9 14.6 72 61 38
7.7 12.78 46 322 252 349
4.1 7.13 9 279 207 241
4.3 8.67 24.4 182 130 118
4.3 9.23 11.6 620 413 420
4.9 11.07 28.5 768 591 656
3.1 9.41 20.6 29 20 22
4.8 9.36 18.3 165 127 158
6.2 10.15 16.4 568 452 371
4.5 9.44 10.9 297 230 263
4.5 9.61 6.9 487 404 220
3.9 8.28 12 546 413 436
5 9.78 17.6 270 240 198
4.3 9.89 11.8 190 141 112
1.4 7.14 4.1 115 90 19
2.9 8.9 12.7 52 37 35
1.3 8.16 1.9 73 49 21
4.6 7.84 7.1 60 50 45
3.7 7.58 20.8 97 59 79
4.2 7.53 23.1 95 47 49
5.1 10.3 27.8 175 113 73
5.5 7.63 11.6 197 109 110
4.6 10.16 8.4 831 581 629
4.9 9.89 17.7 167 113 106
6.4 11.62 25.5 133 113 101
5.5 8.37 15.1 115 96 88
4.3 8.3 6.8 167 105 59
4.2 7.39 14.6 72 38 67
4.2 9.06 6.9 134 103 125
5 10.33 21.2 266 181 149
4.1 9.35 15.9 833 547 519
4.3 7.65 16.4 318 265 314
5.7 11.2 34.5 180 134 151
4.1 10.47 5.7 196 168 153
5.5 10.9 10.6 593 446 211
5 7.78 20.9 489 391 329
4.5 9.31 30.2 170 124 173
3.2 8.19 10.8 176 156 88
5.7 11.18 18.8 595 546 392
2.9 10.8 1.6 130 69 62
2.1 8.02 3.8 91 44 32
4.9 10.23 9.9 752 595 446
4.4 11.65 18.6 248 217 189
5.4 7.93 7.5 68 42 49
4.8 9.84 12 600 468 497
4.5 8.28 26 108 84 73
4.8 10.24 36.3 195 163 170
2.9 10.79 2.6 461 320 196
4.8 12.01 10.8 298 237 115
