"Y" "X1" "X2" "X3" "X4" "X5"
5.6 11.48 20.3 252 207 251
4.1 9.35 15.9 833 547 519
4.5 8.28 26 108 84 73
5.5 10.9 10.6 593 446 211
4.3 9.23 11.6 620 413 420
4.3 10.39 14 353 223 200
3.2 8.19 10.8 176 156 88
4.4 9.66 9.9 83 66 95
5 10.33 21.2 266 181 149
2.5 8.54 27 98 57 75
4.4 8.88 14.1 237 165 182
1.7 8.09 7.6 92 61 61
3.7 7.14 2.6 70 37 35
3.7 8.48 12.1 166 145 118
7.7 12.78 46 322 252 349
4.2 8.88 10.1 305 238 197
4.2 7.53 23.1 95 47 49
2.8 9.97 16.5 90 69 42
2.9 8.9 12.7 52 37 35
6.4 11.62 25.5 133 113 101
4.5 11.46 15.6 191 153 132
2.9 10.79 2.6 461 320 196
4.5 9.44 10.9 297 230 263
1.6 8.82 3.8 80 51 52
2.9 8.86 9.5 100 65 53
4.2 9.06 6.9 134 103 125
3.5 8.03 24.3 97 65 55
4.1 10.47 5.7 196 168 153
6.2 10.15 16.4 568 452 371
6.6 13.95 15.6 356 308 182
5 9.78 17.6 270 240 198
5.7 11.8 9.1 571 441 469
1.3 8.92 2.2 56 40 14
6.3 9.74 11.4 221 170 172
4.9 10.23 9.9 752 595 446
2.6 9.76 6.9 64 47 55
5 11.03 19.7 318 270 335
5.7 11.2 34.5 180 134 151
2 7.08 12.3 87 52 57
4.3 9.89 11.8 190 141 112
5.5 7.63 11.6 197 109 110
5.3 11.77 17.3 196 164 165
4.9 11.07 28.5 768 591 656
5.5 8.37 15.1 115 96 88
4.2 7.39 14.6 72 38 67
3 11.2 7 130 95 56
7.6 11.41 16.6 535 330 273
4.4 7.7 12.2 129 85 136
5.5 11.08 18.6 387 326 405
2 8.93 6.2 95 59 56
5.6 10.12 14.9 362 313 264
5.2 9.53 15 298 241 193
4.7 8.77 5.2 143 85 87
2.3 7.95 4.6 163 128 93
3.4 10.42 8 119 67 64
2.1 8.02 3.8 91 44 32
5.8 11.41 23.8 424 359 335
4.3 8.67 24.4 182 130 118
1.8 7.67 2.5 106 93 35
4.5 10.05 36.7 184 144 151
2.7 7.14 13.1 92 40 50
5.3 8.15 12.3 99 55 71
3.9 8.28 12 546 413 436
3.5 7.94 6.2 195 139 116
1.4 7.14 4.1 115 90 19
