"Y" "X1" "X2" "X3" "X4" "X5"
1.4 7.14 4.1 115 90 19
5 10.33 21.2 266 181 149
4.3 9.23 11.6 620 413 420
4.4 8.88 14.1 237 165 182
4.4 7.7 12.2 129 85 136
5.5 11.08 18.6 387 326 405
5.6 10.12 14.9 362 313 264
5.9 17.94 26.4 835 791 407
3.5 7.94 6.2 195 139 116
4.1 10.47 5.7 196 168 153
3.4 8.45 12.9 235 143 124
2 8.93 6.2 95 59 56
4.7 10.72 23.2 113 90 107
2.3 7.95 4.6 163 128 93
4.4 10.02 8.3 265 191 202
3.7 7.14 2.6 70 37 35
5.4 11.18 60.5 640 399 360
4.3 8.3 6.8 167 105 59
5 7.78 20.9 489 391 329
4.1 9.05 20.5 195 127 112
3.7 8.58 7.4 304 248 218
5.3 9.77 15.7 154 123 148
3.4 10.42 8 119 67 64
5.5 7.63 11.6 197 109 110
5.2 9.84 17.7 210 200 239
6.3 8.84 29.6 85 59 66
6.1 13.59 24.2 312 258 169
3.7 7.58 20.8 97 59 79
3.9 8.28 12 546 413 436
4.5 10.05 36.7 184 144 151
7.8 12.07 52.4 157 115 76
2.9 10.79 2.6 461 320 196
1.8 7.67 2.5 106 93 35
3.1 8.63 8.4 76 39 44
5.6 11.48 20.3 252 207 251
4.8 9.84 12 600 468 497
4.4 11.65 18.6 248 217 189
4.2 7.39 14.6 72 38 67
5.7 11.18 18.8 595 546 392
3.1 9.41 20.6 29 20 22
4.2 9 14.6 72 61 38
5.1 10.3 27.8 175 113 73
2.9 8.86 9.5 100 65 53
4.3 9.42 24.8 508 421 528
5.4 7.93 7.5 68 42 49
6.6 13.95 15.6 356 308 182
4.3 7.65 16.4 318 265 314
4.5 11.46 15.6 191 153 132
2 7.08 12.3 87 52 57
2.7 8.34 8.1 107 82 54
5.8 9.5 42 98 68 46
4.2 7.53 23.1 95 47 49
5.6 8.95 18.9 147 53 148
2.7 7.14 13.1 92 40 50
4.3 10.39 14 353 223 200
2.9 7.91 11.9 477 349 188
4 9.2 17.5 298 244 236
3.2 8.19 10.8 176 156 88
1.3 8.16 1.9 73 49 21
5 9.78 17.6 270 240 198
5.8 11.41 23.8 424 359 335
4.5 8.28 26 108 84 73
4.8 9.36 18.3 165 127 158
6.4 11.62 25.5 133 113 101
3.8 8.66 6.8 246 178 177
3.7 8.48 12.1 166 145 118
4.9 10.23 9.9 752 595 446
4.5 9.61 6.9 487 404 220
