"Y" "X1" "X2" "X3" "X4" "X5"
4.2 7.53 23.1 95 47 49
4.8 12.01 10.8 298 237 115
5.9 17.94 26.4 835 791 407
4.8 10.24 36.3 195 163 170
4.3 7.65 16.4 318 265 314
5.7 11.18 18.8 595 546 392
4.9 11.07 28.5 768 591 656
2.8 9.97 16.5 90 69 42
5.5 7.63 11.6 197 109 110
4.3 9.89 11.8 190 141 112
5.5 11.08 18.6 387 326 405
3.9 8.28 12 546 413 436
5 10.33 21.2 266 181 149
5 11.03 19.7 318 270 335
5.6 10.12 14.9 362 313 264
4.5 9.44 10.9 297 230 263
4.5 9.61 6.9 487 404 220
1.4 7.14 4.1 115 90 19
1.7 8.09 7.6 92 61 61
3.4 10.42 8 119 67 64
4.4 11.65 18.6 248 217 189
2.9 10.8 1.6 130 69 62
4.1 9.05 20.5 195 127 112
3.9 10.73 19.3 445 374 345
6.4 11.62 25.5 133 113 101
4.4 9.66 9.9 83 66 95
1.3 8.16 1.9 73 49 21
2.5 8.54 27 98 57 75
4.2 8.88 10.1 305 238 197
4.9 9.89 17.7 167 113 106
5.5 10.9 10.6 593 446 211
4.1 7.13 9 279 207 241
4.4 7.7 12.2 129 85 136
4.6 10.16 8.4 831 581 629
4.2 9.06 6.9 134 103 125
4.9 10.23 9.9 752 595 446
3.2 8.19 10.8 176 156 88
5 7.78 20.9 489 391 329
2.9 7.91 11.9 477 349 188
4.1 9.35 15.9 833 547 519
3.9 11.15 7.7 281 217 199
5.2 9.53 15 298 241 193
4.3 8.3 6.8 167 105 59
4.2 9 14.6 72 61 38
2 8.93 6.2 95 59 56
4.6 9.68 16.7 186 151 129
4.6 7.84 7.1 60 50 45
4.3 8.67 24.4 182 130 118
4.5 8.28 26 108 84 73
3.7 7.58 20.8 97 59 79
4.3 10.39 14 353 223 200
1.6 8.82 3.8 80 51 52
6.3 8.84 29.6 85 59 66
4 9.2 17.5 298 244 236
5.4 7.93 7.5 68 42 49
5.3 8.15 12.3 99 55 71
3.4 8.45 12.9 235 143 124
5.3 9.77 15.7 154 123 148
5.2 9.84 17.7 210 200 239
3.1 9.41 20.6 29 20 22
3.1 8.63 8.4 76 39 44
5.7 11.8 9.1 571 441 469
4.3 9.23 11.6 620 413 420
5.3 11.77 17.3 196 164 165
2.9 8.86 9.5 100 65 53
7.6 11.41 16.6 535 330 273
6.5 19.56 17.2 306 273 172
5.4 11.18 60.5 640 399 360
3.8 8.66 6.8 246 178 177
6.2 10.15 16.4 568 452 371
1.3 8.92 2.2 56 40 14
5.6 8.95 18.9 147 53 148
4.3 9.42 24.8 508 421 528
