"Y" "X1" "X2" "X3" "X4" "X5"
7.7 12.78 46 322 252 349
4.3 9.89 11.8 190 141 112
5.8 11.41 23.8 424 359 335
5.1 10.3 27.8 175 113 73
4.2 7.39 14.6 72 38 67
5.5 10.9 10.6 593 446 211
5.6 8.95 18.9 147 53 148
4.4 11.65 18.6 248 217 189
4.5 9.61 6.9 487 404 220
4.3 10.39 14 353 223 200
5.5 7.63 11.6 197 109 110
7.6 11.41 16.6 535 330 273
6.2 10.15 16.4 568 452 371
1.8 7.67 2.5 106 93 35
4.7 10.72 23.2 113 90 107
2.1 8.02 3.8 91 44 32
4.8 9.84 12 600 468 497
3.9 8.28 12 546 413 436
5.5 11.08 18.6 387 326 405
7.8 12.07 52.4 157 115 76
2.7 7.14 13.1 92 40 50
1.6 8.82 3.8 80 51 52
4.1 9.35 15.9 833 547 519
2 8.93 6.2 95 59 56
3.4 10.42 8 119 67 64
2.9 8.9 12.7 52 37 35
3.8 8.66 6.8 246 178 177
4.3 8.67 24.4 182 130 118
6.3 9.74 11.4 221 170 172
5.5 8.37 15.1 115 96 88
6.5 19.56 17.2 306 273 172
4 9.2 17.5 298 244 236
4.8 12.01 10.8 298 237 115
3.1 8.63 8.4 76 39 44
5.3 11.77 17.3 196 164 165
3.7 7.58 20.8 97 59 79
4.3 7.65 16.4 318 265 314
3.2 8.19 10.8 176 156 88
5 9.78 17.6 270 240 198
3.7 8.58 7.4 304 248 218
5.7 11.18 18.8 595 546 392
4.5 6.7 13 76 51 79
5 11.03 19.7 318 270 335
2.9 7.91 11.9 477 349 188
5.7 11.2 34.5 180 134 151
3.1 9.41 20.6 29 20 22
4.1 7.13 9 279 207 241
2.8 9.97 16.5 90 69 42
4.2 8.88 10.1 305 238 197
2.5 8.54 27 98 57 75
5.7 11.8 9.1 571 441 469
5.6 10.12 14.9 362 313 264
5.3 9.77 15.7 154 123 148
5.6 11.48 20.3 252 207 251
4.8 9.36 18.3 165 127 158
2.9 10.8 1.6 130 69 62
3 11.2 7 130 95 56
4.3 8.3 6.8 167 105 59
2.3 7.95 4.6 163 128 93
4.7 8.77 5.2 143 85 87
4.8 10.24 36.3 195 163 170
2.6 9.76 6.9 64 47 55
4.6 10.16 8.4 831 581 629
1.3 8.16 1.9 73 49 21
4.9 11.07 28.5 768 591 656
6.6 13.95 15.6 356 308 182
4.4 9.66 9.9 83 66 95
3.5 8.03 24.3 97 65 55
3.7 8.48 12.1 166 145 118
4.2 9.06 6.9 134 103 125
5.8 9.5 42 98 68 46
