"Y" "X1" "X2" "X3" "X4" "X5"
4.3 9.23 11.6 620 413 420
5 10.33 21.2 266 181 149
4.2 7.53 23.1 95 47 49
2.1 8.02 3.8 91 44 32
5.6 8.95 18.9 147 53 148
4.7 8.77 5.2 143 85 87
5.1 9.76 21.9 150 147 106
3.9 10.73 19.3 445 374 345
4.6 10.16 8.4 831 581 629
7.6 11.41 16.6 535 330 273
5.1 10.3 27.8 175 113 73
3.1 8.63 8.4 76 39 44
4.9 10.23 9.9 752 595 446
5.9 17.94 26.4 835 791 407
1.6 8.82 3.8 80 51 52
2.9 10.79 2.6 461 320 196
5.6 11.48 20.3 252 207 251
6.4 11.62 25.5 133 113 101
4.3 9.42 24.8 508 421 528
3.9 11.15 7.7 281 217 199
4.9 9.89 17.7 167 113 106
2.9 8.9 12.7 52 37 35
6.3 8.84 29.6 85 59 66
4.8 12.01 10.8 298 237 115
5.3 11.77 17.3 196 164 165
5 11.03 19.7 318 270 335
1.4 7.14 4.1 115 90 19
1.3 8.16 1.9 73 49 21
3.5 8.03 24.3 97 65 55
5.2 9.53 15 298 241 193
5 7.78 20.9 489 391 329
4.8 10.24 36.3 195 163 170
4.5 9.44 10.9 297 230 263
5.5 10.9 10.6 593 446 211
5.6 10.12 14.9 362 313 264
3.4 8.45 12.9 235 143 124
5.7 11.8 9.1 571 441 469
3.8 8.66 6.8 246 178 177
2.6 9.76 6.9 64 47 55
2.3 7.95 4.6 163 128 93
4.5 8.28 26 108 84 73
7.8 12.07 52.4 157 115 76
2.7 7.14 13.1 92 40 50
4.3 7.65 16.4 318 265 314
4.5 9.31 30.2 170 124 173
5.5 11.08 18.6 387 326 405
4.3 9.89 11.8 190 141 112
4.9 11.07 28.5 768 591 656
4.6 7.84 7.1 60 50 45
3.7 7.58 20.8 97 59 79
3.7 7.14 2.6 70 37 35
2 7.08 12.3 87 52 57
2.9 7.91 11.9 477 349 188
5.4 7.93 7.5 68 42 49
3.9 8.28 12 546 413 436
3.4 10.42 8 119 67 64
4.1 9.05 20.5 195 127 112
5.5 8.37 15.1 115 96 88
4 9.2 17.5 298 244 236
2 8.93 6.2 95 59 56
4.5 10.05 36.7 184 144 151
5 9.78 17.6 270 240 198
2.5 8.54 27 98 57 75
4.2 9 14.6 72 61 38
3.1 9.41 20.6 29 20 22
3.7 8.48 12.1 166 145 118
4.8 9.84 12 600 468 497
4.4 7.7 12.2 129 85 136
