"Y" "X1" "X2" "X3" "X4" "X5"
3.7 7.14 2.6 70 37 35
4.6 9.68 16.7 186 151 129
3.1 8.63 8.4 76 39 44
3.7 7.58 20.8 97 59 79
3 11.2 7 130 95 56
2.8 9.97 16.5 90 69 42
5.4 11.18 60.5 640 399 360
5.5 11.08 18.6 387 326 405
4.8 12.01 10.8 298 237 115
4.1 10.47 5.7 196 168 153
4.9 9.89 17.7 167 113 106
4.4 7.7 12.2 129 85 136
5.6 8.95 18.9 147 53 148
5.4 7.93 7.5 68 42 49
4.2 9 14.6 72 61 38
4.4 10.02 8.3 265 191 202
5.5 8.37 15.1 115 96 88
5.8 9.5 42 98 68 46
1.8 7.67 2.5 106 93 35
4.5 10.05 36.7 184 144 151
2.9 10.79 2.6 461 320 196
4 9.2 17.5 298 244 236
4.4 8.88 14.1 237 165 182
4.8 9.84 12 600 468 497
4.2 7.53 23.1 95 47 49
4.5 9.44 10.9 297 230 263
5.1 9.76 21.9 150 147 106
3.7 8.58 7.4 304 248 218
2 7.08 12.3 87 52 57
3.9 11.15 7.7 281 217 199
2.7 8.34 8.1 107 82 54
7.8 12.07 52.4 157 115 76
3.9 10.73 19.3 445 374 345
4.7 8.77 5.2 143 85 87
3.2 8.19 10.8 176 156 88
4.1 9.05 20.5 195 127 112
4.5 11.46 15.6 191 153 132
4.8 10.24 36.3 195 163 170
5.6 11.48 20.3 252 207 251
4.5 8.28 26 108 84 73
2.9 8.9 12.7 52 37 35
3.9 8.28 12 546 413 436
6.2 10.15 16.4 568 452 371
5.3 9.77 15.7 154 123 148
5.7 11.2 34.5 180 134 151
4.3 8.3 6.8 167 105 59
4.2 9.06 6.9 134 103 125
4.9 11.07 28.5 768 591 656
4.6 7.84 7.1 60 50 45
5.5 10.9 10.6 593 446 211
2 8.93 6.2 95 59 56
6.3 9.74 11.4 221 170 172
7.6 11.41 16.6 535 330 273
4.1 7.13 9 279 207 241
3.1 9.41 20.6 29 20 22
3.4 8.45 12.9 235 143 124
4.1 9.35 15.9 833 547 519
4.3 9.89 11.8 190 141 112
5.3 8.15 12.3 99 55 71
2.3 7.95 4.6 163 128 93
4.3 10.39 14 353 223 200
4.7 10.72 23.2 113 90 107
7.7 12.78 46 322 252 349
4.5 9.61 6.9 487 404 220
2.9 8.86 9.5 100 65 53
5 7.78 20.9 489 391 329
1.3 8.16 1.9 73 49 21
4.5 9.31 30.2 170 124 173
3.7 8.48 12.1 166 145 118
