"Y" "X1" "X2" "X3" "X4" "X5"
5.6 8.95 18.9 147 53 148
4.4 10.02 8.3 265 191 202
4.3 9.89 11.8 190 141 112
4.2 7.39 14.6 72 38 67
5.6 10.12 14.9 362 313 264
2.3 7.95 4.6 163 128 93
3.9 8.28 12 546 413 436
5.4 11.18 60.5 640 399 360
5 7.78 20.9 489 391 329
2.6 9.76 6.9 64 47 55
3.5 7.94 6.2 195 139 116
3.5 8.03 24.3 97 65 55
5.1 10.3 27.8 175 113 73
4.9 10.23 9.9 752 595 446
5.7 11.18 18.8 595 546 392
3.9 10.73 19.3 445 374 345
3.9 11.15 7.7 281 217 199
4.7 10.72 23.2 113 90 107
2 7.08 12.3 87 52 57
4.5 11.46 15.6 191 153 132
4.3 9.23 11.6 620 413 420
4.5 10.05 36.7 184 144 151
5.5 11.08 18.6 387 326 405
4.6 7.84 7.1 60 50 45
5.5 7.63 11.6 197 109 110
6.3 9.74 11.4 221 170 172
5 10.33 21.2 266 181 149
5.8 11.41 23.8 424 359 335
4.4 8.88 14.1 237 165 182
4.2 8.88 10.1 305 238 197
4.3 10.39 14 353 223 200
3.7 8.48 12.1 166 145 118
5.8 9.5 42 98 68 46
4.1 9.05 20.5 195 127 112
1.3 8.16 1.9 73 49 21
6.1 13.59 24.2 312 258 169
4.4 9.66 9.9 83 66 95
3 11.2 7 130 95 56
4.9 11.07 28.5 768 591 656
4.4 11.65 18.6 248 217 189
5.7 11.8 9.1 571 441 469
3.4 8.45 12.9 235 143 124
5.3 9.77 15.7 154 123 148
1.8 7.67 2.5 106 93 35
4.2 9.06 6.9 134 103 125
5 11.03 19.7 318 270 335
4.2 9 14.6 72 61 38
6.3 8.84 29.6 85 59 66
5.3 11.77 17.3 196 164 165
1.3 8.92 2.2 56 40 14
4.8 10.24 36.3 195 163 170
4.5 9.31 30.2 170 124 173
2 8.93 6.2 95 59 56
4.8 9.36 18.3 165 127 158
4.1 10.47 5.7 196 168 153
2.9 7.91 11.9 477 349 188
4.8 12.01 10.8 298 237 115
3.2 8.19 10.8 176 156 88
5.4 7.93 7.5 68 42 49
5.2 9.53 15 298 241 193
4.6 9.68 16.7 186 151 129
4.3 8.3 6.8 167 105 59
4.1 9.35 15.9 833 547 519
1.6 8.82 3.8 80 51 52
2.7 7.14 13.1 92 40 50
4.5 9.44 10.9 297 230 263
5.5 8.37 15.1 115 96 88
2.9 10.8 1.6 130 69 62
3.1 8.63 8.4 76 39 44
5.6 11.48 20.3 252 207 251
5.1 9.76 21.9 150 147 106
3.1 9.41 20.6 29 20 22
4.3 8.67 24.4 182 130 118
