"Y" "X1" "X2" "X3" "X4" "X5"
5.8 9.5 42 98 68 46
3.4 10.42 8 119 67 64
4.5 10.05 36.7 184 144 151
4.3 9.42 24.8 508 421 528
4.2 9.06 6.9 134 103 125
3.1 8.63 8.4 76 39 44
3.5 8.03 24.3 97 65 55
5.3 11.77 17.3 196 164 165
5.5 8.37 15.1 115 96 88
3.7 7.14 2.6 70 37 35
3.5 7.94 6.2 195 139 116
5.3 8.15 12.3 99 55 71
6.5 19.56 17.2 306 273 172
4.4 11.65 18.6 248 217 189
2.1 8.02 3.8 91 44 32
4.8 12.01 10.8 298 237 115
5 11.03 19.7 318 270 335
4.8 10.24 36.3 195 163 170
2.8 9.97 16.5 90 69 42
4.7 10.72 23.2 113 90 107
5.6 8.95 18.9 147 53 148
2.9 8.86 9.5 100 65 53
2.7 8.34 8.1 107 82 54
5.7 11.2 34.5 180 134 151
4.3 7.65 16.4 318 265 314
5.8 11.41 23.8 424 359 335
3.7 8.58 7.4 304 248 218
5.5 7.63 11.6 197 109 110
3.9 11.15 7.7 281 217 199
5 10.33 21.2 266 181 149
5.1 10.3 27.8 175 113 73
4.2 7.53 23.1 95 47 49
5.6 10.12 14.9 362 313 264
4.3 10.39 14 353 223 200
3 11.2 7 130 95 56
3.7 7.58 20.8 97 59 79
2.9 10.79 2.6 461 320 196
1.3 8.16 1.9 73 49 21
4.8 9.84 12 600 468 497
4.2 7.39 14.6 72 38 67
4.5 8.28 26 108 84 73
6.6 13.95 15.6 356 308 182
7.7 12.78 46 322 252 349
5.9 17.94 26.4 835 791 407
5 7.78 20.9 489 391 329
5.4 7.93 7.5 68 42 49
2 8.93 6.2 95 59 56
3.9 8.28 12 546 413 436
3.7 8.48 12.1 166 145 118
4.5 9.31 30.2 170 124 173
5.3 9.77 15.7 154 123 148
4.3 9.89 11.8 190 141 112
7.6 11.41 16.6 535 330 273
2.5 8.54 27 98 57 75
2.3 7.95 4.6 163 128 93
5.4 11.18 60.5 640 399 360
4.1 10.47 5.7 196 168 153
4.8 9.36 18.3 165 127 158
5.5 10.9 10.6 593 446 211
5.2 9.53 15 298 241 193
4.7 8.77 5.2 143 85 87
5 9.78 17.6 270 240 198
3.4 8.45 12.9 235 143 124
5.1 9.76 21.9 150 147 106
1.4 7.14 4.1 115 90 19
4.3 8.3 6.8 167 105 59
4.5 9.61 6.9 487 404 220
4.4 7.7 12.2 129 85 136
4.1 9.35 15.9 833 547 519
