"Y" "X1" "X2" "X3" "X4" "X5"
4.5 6.7 13 76 51 79
5.1 9.76 21.9 150 147 106
1.3 8.92 2.2 56 40 14
4.3 9.23 11.6 620 413 420
4.6 7.84 7.1 60 50 45
4.5 10.05 36.7 184 144 151
4.1 9.35 15.9 833 547 519
5.7 11.2 34.5 180 134 151
4.1 9.05 20.5 195 127 112
3.1 9.41 20.6 29 20 22
7.7 12.78 46 322 252 349
4.5 9.31 30.2 170 124 173
4.7 10.72 23.2 113 90 107
4.9 11.07 28.5 768 591 656
2.1 8.02 3.8 91 44 32
5.8 9.5 42 98 68 46
2.6 9.76 6.9 64 47 55
4.1 7.13 9 279 207 241
6.3 8.84 29.6 85 59 66
2 8.93 6.2 95 59 56
2.3 7.95 4.6 163 128 93
5.3 11.77 17.3 196 164 165
2.7 8.34 8.1 107 82 54
4.8 9.36 18.3 165 127 158
5.2 9.53 15 298 241 193
6.2 10.15 16.4 568 452 371
3.1 8.63 8.4 76 39 44
7.6 11.41 16.6 535 330 273
5.5 7.63 11.6 197 109 110
4.9 9.89 17.7 167 113 106
3.5 7.94 6.2 195 139 116
4.4 11.65 18.6 248 217 189
6.4 11.62 25.5 133 113 101
1.3 8.16 1.9 73 49 21
1.4 7.14 4.1 115 90 19
4.4 7.7 12.2 129 85 136
5.5 8.37 15.1 115 96 88
5.4 7.93 7.5 68 42 49
3.5 8.03 24.3 97 65 55
4.3 7.65 16.4 318 265 314
4.2 9 14.6 72 61 38
4.4 10.02 8.3 265 191 202
6.5 19.56 17.2 306 273 172
3.7 8.48 12.1 166 145 118
4.2 7.53 23.1 95 47 49
4.5 8.28 26 108 84 73
2.9 7.91 11.9 477 349 188
2.9 10.8 1.6 130 69 62
2.8 9.97 16.5 90 69 42
4 9.2 17.5 298 244 236
4.3 10.39 14 353 223 200
3.9 8.28 12 546 413 436
4.8 12.01 10.8 298 237 115
5 11.03 19.7 318 270 335
4.3 8.67 24.4 182 130 118
4.4 9.66 9.9 83 66 95
4.2 9.06 6.9 134 103 125
3.7 7.58 20.8 97 59 79
4.5 9.61 6.9 487 404 220
5.6 11.48 20.3 252 207 251
5.3 9.77 15.7 154 123 148
7.8 12.07 52.4 157 115 76
4.5 11.46 15.6 191 153 132
3 11.2 7 130 95 56
6.1 13.59 24.2 312 258 169
5.6 10.12 14.9 362 313 264
2.5 8.54 27 98 57 75
1.8 7.67 2.5 106 93 35
