"Y" "X1" "X2" "X3" "X4" "X5"
4.8 9.36 18.3 165 127 158
3.4 8.45 12.9 235 143 124
4 9.2 17.5 298 244 236
6.3 8.84 29.6 85 59 66
3.7 8.58 7.4 304 248 218
3.9 8.28 12 546 413 436
5.5 10.9 10.6 593 446 211
5.3 8.15 12.3 99 55 71
4.2 7.53 23.1 95 47 49
5.5 8.37 15.1 115 96 88
7.6 11.41 16.6 535 330 273
4.3 9.23 11.6 620 413 420
5.2 9.53 15 298 241 193
4.9 9.89 17.7 167 113 106
4.5 10.05 36.7 184 144 151
5.6 11.48 20.3 252 207 251
4.1 7.13 9 279 207 241
3 11.2 7 130 95 56
2 8.93 6.2 95 59 56
5 11.03 19.7 318 270 335
6.2 10.15 16.4 568 452 371
5 10.33 21.2 266 181 149
5.3 11.77 17.3 196 164 165
4.9 11.07 28.5 768 591 656
3.5 7.94 6.2 195 139 116
3.5 8.03 24.3 97 65 55
2.8 9.97 16.5 90 69 42
4.6 7.84 7.1 60 50 45
2.6 9.76 6.9 64 47 55
3.9 11.15 7.7 281 217 199
5.7 11.8 9.1 571 441 469
5.9 17.94 26.4 835 791 407
1.6 8.82 3.8 80 51 52
4.8 12.01 10.8 298 237 115
4.3 7.65 16.4 318 265 314
3.9 10.73 19.3 445 374 345
1.7 8.09 7.6 92 61 61
3.4 10.42 8 119 67 64
6.5 19.56 17.2 306 273 172
2.9 7.91 11.9 477 349 188
1.3 8.92 2.2 56 40 14
3.1 9.41 20.6 29 20 22
1.8 7.67 2.5 106 93 35
4.4 11.65 18.6 248 217 189
3.7 7.14 2.6 70 37 35
5.6 8.95 18.9 147 53 148
3.8 8.66 6.8 246 178 177
4.6 9.68 16.7 186 151 129
2.3 7.95 4.6 163 128 93
5.1 9.76 21.9 150 147 106
5.7 11.18 18.8 595 546 392
4.2 7.39 14.6 72 38 67
7.7 12.78 46 322 252 349
2.7 7.14 13.1 92 40 50
4.6 10.16 8.4 831 581 629
4.7 10.72 23.2 113 90 107
4.7 8.77 5.2 143 85 87
5 9.78 17.6 270 240 198
3.7 8.48 12.1 166 145 118
4.3 9.89 11.8 190 141 112
4.1 10.47 5.7 196 168 153
4.4 9.66 9.9 83 66 95
2.9 8.9 12.7 52 37 35
1.4 7.14 4.1 115 90 19
4.4 8.88 14.1 237 165 182
4.1 9.35 15.9 833 547 519
2.1 8.02 3.8 91 44 32
5.2 9.84 17.7 210 200 239
