"Y" "X1" "X2" "X3" "X4" "X5"
4.5 10.05 36.7 184 144 151
2.6 9.76 6.9 64 47 55
4.3 8.67 24.4 182 130 118
5.1 10.3 27.8 175 113 73
1.6 8.82 3.8 80 51 52
6.1 13.59 24.2 312 258 169
5.6 11.48 20.3 252 207 251
4.8 12.01 10.8 298 237 115
3.9 8.28 12 546 413 436
3.1 8.63 8.4 76 39 44
4.5 11.46 15.6 191 153 132
4.6 10.16 8.4 831 581 629
4.3 9.89 11.8 190 141 112
3.9 10.73 19.3 445 374 345
3.7 7.14 2.6 70 37 35
3 11.2 7 130 95 56
3.9 11.15 7.7 281 217 199
4.1 10.47 5.7 196 168 153
5.3 8.15 12.3 99 55 71
3.7 8.48 12.1 166 145 118
5.7 11.8 9.1 571 441 469
6.3 8.84 29.6 85 59 66
5 10.33 21.2 266 181 149
5 9.78 17.6 270 240 198
5 7.78 20.9 489 391 329
6.5 19.56 17.2 306 273 172
3.4 8.45 12.9 235 143 124
3.8 8.66 6.8 246 178 177
3.1 9.41 20.6 29 20 22
5.7 11.2 34.5 180 134 151
5 11.03 19.7 318 270 335
1.4 7.14 4.1 115 90 19
5.5 11.08 18.6 387 326 405
5.8 9.5 42 98 68 46
3.2 8.19 10.8 176 156 88
4.1 7.13 9 279 207 241
4.5 6.7 13 76 51 79
1.7 8.09 7.6 92 61 61
2.7 7.14 13.1 92 40 50
4.2 9.06 6.9 134 103 125
5.5 10.9 10.6 593 446 211
3.4 10.42 8 119 67 64
4.3 9.42 24.8 508 421 528
4.9 9.89 17.7 167 113 106
4.9 10.23 9.9 752 595 446
5.5 7.63 11.6 197 109 110
3.5 7.94 6.2 195 139 116
1.3 8.92 2.2 56 40 14
4.2 7.39 14.6 72 38 67
2.9 10.8 1.6 130 69 62
5.8 11.41 23.8 424 359 335
4.2 8.88 10.1 305 238 197
1.8 7.67 2.5 106 93 35
2.5 8.54 27 98 57 75
4.4 10.02 8.3 265 191 202
4.4 7.7 12.2 129 85 136
5.3 9.77 15.7 154 123 148
5.2 9.53 15 298 241 193
5.9 17.94 26.4 835 791 407
4.4 8.88 14.1 237 165 182
2.7 8.34 8.1 107 82 54
1.3 8.16 1.9 73 49 21
4.1 9.35 15.9 833 547 519
3.5 8.03 24.3 97 65 55
4.3 9.23 11.6 620 413 420
7.7 12.78 46 322 252 349
4.3 7.65 16.4 318 265 314
6.2 10.15 16.4 568 452 371
4.5 8.28 26 108 84 73
6.3 9.74 11.4 221 170 172
4.3 10.39 14 353 223 200
